oa_code,All people,Very good health,Good health,Fair health,Bad health,Very bad health
S00107681,145,71,38,26,7,3
S00107682,88,37,33,14,3,1
S00107683,67,41,19,6,1,-
S00107684,140,63,56,16,4,1
S00107685,128,40,45,25,16,2
S00107686,87,44,19,15,8,1
S00107687,157,78,36,30,10,3
S00107688,117,54,35,22,6,-
S00107689,157,92,34,17,11,3
S00107690,98,47,24,17,10,-
S00107691,111,50,24,27,9,1
S00107692,124,58,39,18,7,2
S00107693,81,43,13,18,5,2
S00107694,172,89,52,26,3,2
S00107695,172,83,59,24,4,2
S00107696,114,45,44,21,3,1
S00107697,85,40,27,11,5,2
S00107698,123,58,48,6,7,4
S00107699,144,93,31,16,4,-
S00107700,169,74,50,40,5,-
S00107701,171,80,49,22,12,8
S00107702,103,65,31,6,1,-
S00107703,59,29,16,10,4,-
S00107704,92,50,31,9,2,-
S00107705,54,13,20,18,2,1
S00107706,103,48,36,16,2,1
S00107707,89,44,33,12,-,-
S00107708,116,58,36,16,4,2
S00107709,116,65,32,14,5,-
S00107710,92,48,18,19,4,3
S00107711,84,59,16,7,1,1
S00107712,83,48,27,6,2,-
S00107713,156,80,53,17,4,2
S00107714,185,87,66,20,9,3
S00107715,128,59,40,19,7,3
S00107716,165,81,42,30,9,3
S00107717,209,143,55,9,2,-
S00107718,122,77,27,15,3,-
S00107719,133,51,51,22,8,1
S00107720,96,40,36,13,6,1
S00107721,120,51,41,21,3,4
S00107722,97,26,38,26,5,2
S00107723,94,44,29,16,4,1
S00107724,129,57,45,19,5,3
S00107725,124,45,48,16,12,3
S00107726,91,37,28,16,7,3
S00107727,114,63,34,14,2,1
S00107728,113,66,42,5,-,-
S00107729,202,123,59,14,4,2
S00107730,105,36,48,17,2,2
S00107731,141,81,38,17,5,-
S00107732,103,60,24,12,3,4
S00107733,74,31,28,10,5,-
S00107734,78,34,28,12,4,-
S00107735,165,99,51,10,4,1
S00107736,68,37,22,7,2,-
S00107737,102,42,48,8,4,-
S00107738,56,7,15,19,13,2
S00107739,56,5,21,25,2,3
S00107740,51,7,13,19,9,3
S00107741,50,3,29,13,4,1
S00107742,53,11,15,16,8,3
S00107743,51,8,24,13,5,1
S00107744,54,4,24,16,10,-
S00107745,53,10,15,15,10,3
S00107746,57,10,18,20,7,2
S00107747,53,9,16,16,8,4
S00107748,53,7,17,19,9,1
S00107749,56,9,17,19,9,2
S00107750,53,5,20,16,7,5
S00107751,51,8,14,20,8,1
S00107752,70,26,22,15,5,2
S00107753,53,16,26,7,3,1
S00107754,151,80,49,14,7,1
S00107755,55,24,20,7,3,1
S00107756,106,48,34,17,5,2
S00107757,154,68,46,30,6,4
S00107758,136,50,57,21,4,4
S00107759,70,25,24,15,3,3
S00107760,98,69,22,6,1,-
S00107761,150,67,56,19,5,3
S00107762,102,54,37,6,4,1
S00107763,145,68,53,19,5,-
S00107764,107,60,28,12,5,2
S00107765,129,60,45,17,6,1
S00107766,148,73,43,22,10,-
S00107767,227,102,71,40,9,5
S00107768,173,85,53,25,6,4
S00107769,129,60,50,16,2,1
S00107770,95,29,36,17,8,5
S00107771,97,29,44,18,3,3
S00107772,130,53,52,20,4,1
S00107773,177,84,64,22,5,2
S00107774,141,64,53,20,2,2
S00107775,120,61,35,19,3,2
S00107776,85,32,34,11,6,2
S00107777,178,89,52,17,15,5
S00107778,127,57,48,14,7,1
S00107779,160,59,39,46,10,6
S00107780,143,53,52,21,12,5
S00107781,71,13,22,22,11,3
S00107782,82,30,28,16,4,4
S00107783,73,26,23,18,3,3
S00107784,61,11,32,11,5,2
S00107785,113,53,33,20,5,2
S00107786,153,35,60,36,22,-
S00107787,124,48,38,25,9,4
S00107788,120,59,41,14,4,2
S00107789,114,50,33,25,4,2
S00107790,146,53,44,35,11,3
S00107791,115,36,39,30,8,2
S00107792,95,28,35,23,6,3
S00107793,128,55,47,13,11,2
S00107794,122,52,42,18,7,3
S00107795,120,58,40,19,2,1
S00107796,88,41,33,9,5,-
S00107797,79,40,27,11,1,-
S00107798,100,48,33,13,5,1
S00107799,59,9,14,22,11,3
S00107800,117,45,36,28,6,2
S00107801,93,66,21,6,-,-
S00107802,63,29,16,14,3,1
S00107803,50,6,12,16,11,5
S00107804,111,39,57,13,1,1
S00107805,162,76,48,19,15,4
S00107806,128,57,44,20,5,2
S00107807,55,32,14,7,1,1
S00107808,61,37,13,9,2,-
S00107809,83,42,22,14,3,2
S00107810,96,43,36,11,6,-
S00107811,160,76,49,24,10,1
S00107812,159,79,53,18,8,1
S00107813,120,55,40,22,3,-
S00107814,94,36,43,11,4,-
S00107815,93,34,41,15,1,2
S00107816,121,75,37,8,-,1
S00107817,91,47,32,11,1,-
S00107818,117,60,40,9,6,2
S00107819,84,36,29,13,5,1
S00107820,84,41,32,9,2,-
S00107821,114,68,25,19,-,2
S00107822,91,41,26,23,1,-
S00107823,98,40,33,19,6,-
S00107824,115,68,30,12,4,1
S00107825,91,57,25,7,2,-
S00107826,111,61,36,12,-,2
S00107827,99,51,34,14,-,-
S00107828,131,95,26,8,1,1
S00107829,102,49,43,7,3,-
S00107830,98,43,43,7,5,-
S00107831,125,76,32,15,1,1
S00107832,98,44,36,13,4,1
S00107833,151,83,43,17,8,-
S00107834,79,14,33,26,5,1
S00107835,66,30,25,8,2,1
S00107836,132,59,34,28,9,2
S00107837,97,49,36,9,1,2
S00107838,140,66,49,14,7,4
S00107839,142,72,39,24,7,-
S00107840,178,116,47,14,1,-
S00107841,106,65,28,8,4,1
S00107842,110,75,27,6,2,-
S00107843,128,69,37,11,7,4
S00107844,83,49,26,7,1,-
S00107845,70,48,12,7,3,-
S00107846,95,56,29,9,1,-
S00107847,102,48,36,12,5,1
S00107848,109,82,21,6,-,-
S00107849,155,77,54,18,4,2
S00107850,102,65,25,9,2,1
S00107851,106,52,32,18,3,1
S00107852,115,70,27,15,3,-
S00107853,107,49,36,16,6,-
S00107854,136,69,48,17,2,-
S00107855,77,46,18,11,2,-
S00107856,124,77,35,11,1,-
S00107857,99,61,25,10,2,1
S00107858,81,32,32,11,3,3
S00107859,93,33,35,18,4,3
S00107860,88,36,30,13,8,1
S00107861,86,32,24,18,10,2
S00107862,80,31,25,15,7,2
S00107863,121,63,45,7,4,2
S00107864,114,61,37,12,3,1
S00107865,119,58,43,15,1,2
S00107866,96,50,29,14,3,-
S00107867,140,45,54,30,8,3
S00107868,56,20,13,15,5,3
S00107869,135,52,47,27,6,3
S00107870,141,72,40,17,10,2
S00107871,92,50,23,8,9,2
S00107872,99,48,26,17,8,-
S00107873,85,51,22,7,1,4
S00107874,111,56,29,19,4,3
S00107875,86,30,30,19,6,1
S00107876,59,28,13,10,6,2
S00107877,116,55,44,8,8,1
S00107878,58,19,15,16,8,-
S00107879,67,33,25,7,1,1
S00107880,148,88,37,16,5,2
S00107881,71,25,30,13,1,2
S00107882,61,20,24,11,4,2
S00107883,92,47,24,15,5,1
S00107884,125,62,44,11,7,1
S00107885,123,50,47,22,4,-
S00107886,154,71,53,21,9,-
S00107887,140,92,42,4,1,1
S00107888,148,86,56,6,-,-
S00107889,163,86,47,19,7,4
S00107890,83,4,31,33,15,-
S00107891,91,41,22,16,11,1
S00107892,85,29,31,13,12,-
S00107893,97,44,28,18,6,1
S00107894,70,42,20,6,1,1
S00107895,74,22,32,10,9,1
S00107896,60,22,19,9,8,2
S00107897,98,53,25,12,8,-
S00107898,50,18,17,12,3,-
S00107899,72,33,28,9,-,2
S00107900,64,26,18,15,5,-
S00107901,88,27,32,22,6,1
S00107902,72,28,25,12,4,3
S00107903,108,56,31,14,2,5
S00107904,93,36,36,17,4,-
S00107905,127,62,32,16,14,3
S00107906,80,34,35,10,1,-
S00107907,85,39,39,7,-,-
S00107908,65,42,17,6,-,-
S00107909,144,77,51,9,3,4
S00107910,122,78,33,10,1,-
S00107911,90,32,39,10,9,-
S00107912,129,77,36,9,5,2
S00107913,76,28,34,10,3,1
S00107914,132,49,48,21,11,3
S00107915,76,27,30,13,3,3
S00107916,110,45,39,14,10,2
S00107917,74,19,30,15,8,2
S00107918,131,66,48,12,5,-
S00107919,109,40,44,15,9,1
S00107920,67,24,23,12,6,2
S00107921,51,21,26,3,1,-
S00107922,127,69,43,7,7,1
S00107923,140,65,49,14,11,1
S00107924,102,54,31,12,4,1
S00107925,107,45,32,23,5,2
S00107926,114,49,37,18,10,-
S00107927,101,48,32,17,3,1
S00107928,184,87,63,29,3,2
S00107929,178,76,69,17,8,8
S00107930,172,81,62,21,6,2
S00107931,123,49,45,24,3,2
S00107932,99,40,38,11,8,2
S00107933,120,56,38,14,7,5
S00107934,129,50,41,22,13,3
S00107935,106,38,37,20,10,1
S00107936,99,33,37,21,7,1
S00107937,135,62,64,7,1,1
S00107938,100,35,37,18,9,1
S00107939,179,74,60,30,8,7
S00107940,108,31,42,24,8,3
S00107941,100,38,20,28,9,5
S00107942,168,114,42,10,2,-
S00107943,123,90,25,5,3,-
S00107944,129,89,29,8,3,-
S00107945,78,49,22,4,1,2
S00107946,68,45,21,1,1,-
S00107947,107,72,35,-,-,-
S00107948,139,60,50,22,6,1
S00107949,88,51,27,7,2,1
S00107950,75,52,20,3,-,-
S00107951,148,75,41,20,10,2
S00107952,108,48,30,18,10,2
S00107953,91,28,43,10,4,6
S00107954,118,41,39,31,7,-
S00107955,93,56,27,8,1,1
S00107956,70,36,25,3,5,1
S00107957,96,52,29,7,8,-
S00107958,79,27,17,26,6,3
S00107959,127,52,41,18,9,7
S00107960,175,68,73,23,9,2
S00107961,88,25,38,18,4,3
S00107962,94,39,32,13,7,3
S00107963,113,47,50,9,5,2
S00107964,124,42,49,25,6,2
S00107965,109,42,41,15,9,2
S00107966,83,48,18,10,6,1
S00107967,134,65,45,17,5,2
S00107968,121,49,42,20,10,-
S00107969,149,61,56,23,9,-
S00107970,84,30,38,11,4,1
S00107971,109,51,36,15,5,2
S00107972,119,55,36,18,8,2
S00107973,94,50,28,12,3,1
S00107974,99,40,31,18,7,3
S00107975,74,37,20,10,6,1
S00107976,60,38,11,8,2,1
S00107977,97,34,25,27,9,2
S00107978,56,14,21,8,11,2
S00107979,91,40,26,18,6,1
S00107980,76,29,23,15,2,7
S00107981,96,41,31,22,2,-
S00107982,92,33,28,19,10,2
S00107983,117,50,35,22,8,2
S00107984,125,50,45,22,7,1
S00107985,96,32,35,16,9,4
S00107986,106,46,27,16,15,2
S00107987,76,28,24,13,11,-
S00107988,83,35,18,15,10,5
S00107989,94,40,32,15,6,1
S00107990,101,47,27,17,8,2
S00107991,127,50,47,20,7,3
S00107992,109,47,41,12,6,3
S00107993,101,54,32,8,4,3
S00107994,102,42,32,19,7,2
S00107995,96,52,34,7,2,1
S00107996,107,43,35,23,5,1
S00107997,100,42,38,14,4,2
S00107998,104,57,26,15,5,1
S00107999,102,36,39,14,6,7
S00108000,60,32,12,14,2,-
S00108001,164,66,59,27,11,1
S00108002,89,44,28,13,3,1
S00108003,124,46,46,22,9,1
S00108004,168,79,53,23,8,5
S00108005,116,67,33,11,3,2
S00108006,101,47,32,16,5,1
S00108007,107,50,29,18,9,1
S00108008,60,22,24,8,4,2
S00108009,118,56,41,14,7,-
S00108010,120,58,32,24,5,1
S00108011,126,61,37,24,2,2
S00108012,120,60,44,11,4,1
S00108013,104,34,51,13,5,1
S00108014,104,41,37,14,11,1
S00108015,109,46,43,13,7,-
S00108016,87,36,31,12,6,2
S00108017,125,55,42,23,4,1
S00108018,127,56,38,24,7,2
S00108019,146,62,47,27,9,1
S00108020,134,51,44,26,8,5
S00108021,107,44,33,24,3,3
S00108022,78,32,25,15,4,2
S00108023,132,63,47,17,3,2
S00108024,116,57,35,20,3,1
S00108025,105,53,19,25,6,2
S00108026,170,104,40,16,8,2
S00108027,81,21,35,18,6,1
S00108028,111,55,45,8,2,1
S00108029,101,34,32,26,7,2
S00108030,182,116,50,11,4,1
S00108031,119,61,34,19,3,2
S00108032,78,36,32,7,1,2
S00108033,96,56,26,12,1,1
S00108034,91,40,34,12,4,1
S00108035,137,76,45,11,2,3
S00108036,62,26,20,11,5,-
S00108037,132,56,51,14,10,1
S00108038,101,34,35,23,8,1
S00108039,102,39,35,22,4,2
S00108040,181,98,50,28,3,2
S00108041,84,42,23,17,2,-
S00108042,116,45,46,20,3,2
S00108043,158,78,47,24,7,2
S00108044,57,12,20,16,7,2
S00108045,104,39,37,19,5,4
S00108046,117,59,37,16,3,2
S00108047,140,59,53,20,5,3
S00108048,144,72,49,19,4,-
S00108049,95,35,28,21,10,1
S00108050,100,41,31,23,4,1
S00108051,70,26,24,16,4,-
S00108052,147,70,49,19,7,2
S00108053,143,73,53,14,2,1
S00108054,120,57,39,16,7,1
S00108055,91,45,30,13,2,1
S00108056,132,57,43,19,12,1
S00108057,177,98,38,32,7,2
S00108058,80,16,30,20,6,8
S00108059,115,53,35,15,9,3
S00108060,103,50,34,13,5,1
S00108061,130,65,34,25,5,1
S00108062,116,57,37,14,7,1
S00108063,54,20,12,16,4,2
S00108064,93,35,24,19,12,3
S00108065,51,20,11,15,5,-
S00108066,136,60,48,21,7,-
S00108067,92,50,28,10,4,-
S00108068,79,36,22,11,6,4
S00108069,74,36,19,15,4,-
S00108070,64,24,21,16,3,-
S00108071,64,29,24,8,2,1
S00108072,78,36,29,9,2,2
S00108073,84,37,24,14,8,1
S00108074,113,39,46,21,7,-
S00108075,94,40,28,15,8,3
S00108076,92,38,33,16,5,-
S00108077,128,62,46,11,7,2
S00108078,124,48,47,21,7,1
S00108079,117,39,32,35,8,3
S00108080,128,54,37,27,8,2
S00108081,103,47,37,16,3,-
S00108082,167,81,59,23,3,1
S00108083,102,60,26,13,3,-
S00108084,91,50,30,11,-,-
S00108085,116,64,33,14,5,-
S00108086,118,62,33,19,4,-
S00108087,132,71,33,19,6,3
S00108088,146,85,49,9,2,1
S00108089,56,21,18,8,7,2
S00108090,117,69,34,12,2,-
S00108091,109,43,44,15,7,-
S00108092,163,77,55,19,9,3
S00108093,91,41,33,14,3,-
S00108094,96,48,33,11,4,-
S00108095,60,25,17,15,3,-
S00108096,145,70,49,20,5,1
S00108097,95,42,21,22,8,2
S00108098,92,44,25,15,7,1
S00108099,68,18,27,13,10,-
S00108100,109,47,44,13,2,3
S00108101,117,57,33,16,8,3
S00108102,102,50,36,10,5,1
S00108103,95,36,30,19,8,2
S00108104,126,59,42,16,8,1
S00108105,122,70,35,12,4,1
S00108106,108,43,43,19,1,2
S00108107,96,40,33,17,6,-
S00108108,113,43,57,11,2,-
S00108109,60,30,17,7,6,-
S00108110,117,56,37,12,9,3
S00108111,90,48,28,9,4,1
S00108112,111,51,34,23,2,1
S00108113,83,38,31,8,4,2
S00108114,142,71,41,21,6,3
S00108115,104,50,38,11,5,-
S00108116,165,72,60,21,8,4
S00108117,134,47,50,28,6,3
S00108118,135,54,36,28,13,4
S00108119,66,28,29,6,3,-
S00108120,88,44,22,12,8,2
S00108121,85,37,32,11,4,1
S00108122,127,71,38,10,8,-
S00108123,126,65,36,17,6,2
S00108124,68,34,25,7,1,1
S00108125,62,33,23,5,1,-
S00108126,79,45,22,11,1,-
S00108127,121,57,35,15,12,2
S00108128,105,46,32,14,11,2
S00108129,126,69,40,10,7,-
S00108130,116,60,31,14,5,6
S00108131,105,44,37,19,4,1
S00108132,102,51,24,17,6,4
S00108133,165,122,38,4,1,-
S00108134,67,28,16,14,6,3
S00108135,89,33,39,16,1,-
S00108136,103,61,27,9,5,1
S00108137,63,29,20,9,5,-
S00108138,178,81,81,10,6,-
S00108139,148,59,38,39,10,2
S00108140,96,46,31,12,5,2
S00108141,115,71,26,11,5,2
S00108142,120,60,42,14,3,1
S00108143,190,111,63,14,1,1
S00108144,101,64,19,15,2,1
S00108145,130,82,31,12,5,-
S00108146,152,92,49,8,2,1
S00108147,187,142,33,9,3,-
S00108148,154,125,25,1,2,1
S00108149,264,197,62,4,1,-
S00108150,141,106,27,8,-,-
S00108151,95,45,34,11,3,2
S00108152,108,60,34,9,3,2
S00108153,126,65,38,14,7,2
S00108154,194,76,84,27,4,3
S00108155,163,76,57,21,7,2
S00108156,129,65,34,18,11,1
S00108157,118,77,34,7,-,-
S00108158,100,52,29,13,4,2
S00108159,157,94,47,13,3,-
S00108160,142,80,43,16,3,-
S00108161,94,46,35,7,6,-
S00108162,130,79,40,6,5,-
S00108163,110,50,45,10,4,1
S00108164,169,98,45,18,6,2
S00108165,91,56,28,4,3,-
S00108166,118,68,40,7,3,-
S00108167,133,39,44,32,9,9
S00108168,170,99,43,22,3,3
S00108169,106,57,36,11,2,-
S00108170,147,61,38,38,8,2
S00108171,74,40,20,9,2,3
S00108172,99,43,25,22,5,4
S00108173,93,42,29,17,5,-
S00108174,83,44,28,8,2,1
S00108175,123,74,45,3,1,-
S00108176,81,44,32,2,3,-
S00108177,132,64,45,15,4,4
S00108178,152,64,54,23,11,-
S00108179,127,68,43,15,1,-
S00108180,126,63,34,21,6,2
S00108181,184,98,61,21,3,1
S00108182,127,82,38,5,1,1
S00108183,115,71,37,4,1,2
S00108184,106,55,44,3,4,-
S00108185,136,74,49,10,3,-
S00108186,148,81,55,9,2,1
S00108187,145,87,40,16,2,-
S00108188,142,71,54,13,4,-
S00108189,53,31,14,6,2,-
S00108190,95,19,45,25,4,2
S00108191,116,65,36,10,4,1
S00108192,117,51,39,16,8,3
S00108193,64,37,22,3,1,1
S00108194,199,134,49,14,1,1
S00108195,78,37,29,9,2,1
S00108196,84,43,27,6,6,2
S00108197,132,59,56,13,4,-
S00108198,110,68,26,14,2,-
S00108199,112,70,40,2,-,-
S00108200,55,11,13,18,10,3
S00108201,113,46,42,18,5,2
S00108202,103,61,27,13,1,1
S00108203,123,56,43,11,10,3
S00108204,120,61,34,13,8,4
S00108205,110,52,39,14,5,-
S00108206,145,58,49,19,9,10
S00108207,148,67,45,16,15,5
S00108208,63,24,15,16,6,2
S00108209,56,29,20,6,1,-
S00108210,116,41,33,26,10,6
S00108211,109,49,32,22,5,1
S00108212,102,40,30,22,4,6
S00108213,93,48,30,12,2,1
S00108214,71,36,25,8,2,-
S00108215,68,32,24,5,7,-
S00108216,104,62,32,5,4,1
S00108217,190,101,65,17,7,-
S00108218,91,51,24,9,4,3
S00108219,105,63,30,10,2,-
S00108220,154,56,68,18,11,1
S00108221,175,121,29,20,4,1
S00108222,64,25,15,15,9,-
S00108223,55,18,17,16,3,1
S00108224,91,44,30,14,2,1
S00108225,151,84,52,11,1,3
S00108226,96,45,35,11,5,-
S00108227,112,58,42,10,2,-
S00108228,112,56,49,4,2,1
S00108229,120,78,27,13,2,-
S00108230,157,90,46,17,4,-
S00108231,96,54,32,6,3,1
S00108232,91,41,28,14,8,-
S00108233,154,46,55,40,10,3
S00108234,123,50,49,17,4,3
S00108235,110,49,40,18,2,1
S00108236,108,52,32,18,4,2
S00108237,190,86,60,31,12,1
S00108238,217,100,70,24,19,4
S00108239,143,94,40,6,3,-
S00108240,119,53,40,18,7,1
S00108241,128,60,39,14,14,1
S00108242,136,63,41,26,5,1
S00108243,148,72,41,24,8,3
S00108244,153,63,55,20,13,2
S00108245,188,100,55,23,8,2
S00108246,100,31,39,22,5,3
S00108247,179,81,63,23,9,3
S00108248,124,68,32,16,7,1
S00108249,152,87,51,10,3,1
S00108250,106,50,29,18,6,3
S00108251,175,86,57,24,5,3
S00108252,93,31,35,17,10,-
S00108253,133,101,24,7,1,-
S00108254,177,137,34,5,1,-
S00108255,135,94,34,5,1,1
S00108256,112,51,36,19,5,1
S00108257,178,131,36,11,-,-
S00108258,186,57,38,61,23,7
S00108259,89,38,22,22,3,4
S00108260,122,64,40,12,4,2
S00108261,117,66,31,12,6,2
S00108262,125,90,30,3,-,2
S00108263,113,41,36,28,8,-
S00108264,131,54,50,23,3,1
S00108265,89,42,23,16,7,1
S00108266,113,54,40,15,4,-
S00108267,56,30,18,7,-,1
S00108268,52,23,22,4,1,2
S00108269,102,29,33,31,8,1
S00108270,122,64,45,10,2,1
S00108271,125,65,47,12,-,1
S00108272,137,54,53,26,4,-
S00108273,144,79,45,16,3,1
S00108274,121,66,34,19,-,2
S00108275,139,84,34,18,3,-
S00108276,89,34,35,15,2,3
S00108277,131,61,33,21,11,5
S00108278,141,61,45,25,8,2
S00108279,123,63,31,24,5,-
S00108280,143,90,37,12,3,1
S00108281,134,55,42,26,10,1
S00108282,108,38,42,15,12,1
S00108283,84,31,37,13,3,-
S00108284,141,53,47,21,15,5
S00108285,156,88,44,18,6,-
S00108286,142,88,36,11,5,2
S00108287,149,105,34,8,2,-
S00108288,141,60,57,14,7,3
S00108289,61,31,14,12,3,1
S00108290,86,43,18,15,7,3
S00108291,82,57,20,4,1,-
S00108292,102,68,30,3,1,-
S00108293,108,48,41,14,4,1
S00108294,131,75,39,13,4,-
S00108295,100,58,16,17,9,-
S00108296,118,59,46,12,1,-
S00108297,108,55,37,7,7,2
S00108298,70,32,18,9,7,4
S00108299,95,36,40,15,4,-
S00108300,192,104,72,11,3,2
S00108301,127,55,42,17,10,3
S00108302,86,38,34,10,4,-
S00108303,87,48,29,7,2,1
S00108304,132,84,38,5,4,1
S00108305,198,122,59,13,4,-
S00108306,101,53,34,11,3,-
S00108307,131,65,55,10,1,-
S00108308,102,60,33,5,4,-
S00108309,130,84,32,10,2,2
S00108310,88,49,29,7,2,1
S00108311,91,47,33,10,1,-
S00108312,106,57,40,9,-,-
S00108313,119,56,40,14,7,2
S00108314,148,66,39,33,7,3
S00108315,176,86,49,26,13,2
S00108316,99,34,36,16,13,-
S00108317,112,56,33,10,10,3
S00108318,131,66,29,27,8,1
S00108319,137,66,34,27,10,-
S00108320,115,66,28,10,8,3
S00108321,103,35,45,16,5,2
S00108322,124,55,36,23,6,4
S00108323,155,82,47,20,2,4
S00108324,145,61,42,32,8,2
S00108325,77,34,30,10,3,-
S00108326,186,96,59,22,7,2
S00108327,114,59,36,13,5,1
S00108328,78,39,23,10,4,2
S00108329,123,62,43,11,6,1
S00108330,136,69,43,20,1,3
S00108331,147,62,50,21,13,1
S00108332,140,64,48,19,8,1
S00108333,161,66,72,15,4,4
S00108334,69,22,26,16,5,-
S00108335,117,50,35,22,9,1
S00108336,132,79,35,10,6,2
S00108337,89,28,28,23,8,2
S00108338,172,96,51,20,4,1
S00108339,218,163,46,8,1,-
S00108340,103,50,42,9,2,-
S00108341,102,65,25,7,4,1
S00108342,129,71,42,7,8,1
S00108343,144,50,41,38,10,5
S00108344,62,30,12,12,7,1
S00108345,83,37,27,12,6,1
S00108346,165,72,50,31,7,5
S00108347,149,55,50,33,9,2
S00108348,167,80,49,27,10,1
S00108349,147,74,50,18,5,-
S00108350,118,55,46,13,4,-
S00108351,108,70,29,7,1,1
S00108352,113,59,36,13,4,1
S00108353,67,22,19,17,7,2
S00108354,104,35,34,24,9,2
S00108355,58,28,15,11,3,1
S00108356,70,23,22,11,11,3
S00108357,111,50,39,12,8,2
S00108358,103,47,34,10,10,2
S00108359,162,73,58,17,12,2
S00108360,147,76,47,19,3,2
S00108361,121,52,39,23,7,-
S00108362,119,61,38,12,7,1
S00108363,172,71,50,41,7,3
S00108364,144,58,52,28,4,2
S00108365,161,82,39,21,17,2
S00108366,173,78,55,24,11,5
S00108367,158,75,42,20,16,5
S00108368,99,52,27,15,5,-
S00108369,130,52,44,24,10,-
S00108370,103,54,24,18,7,-
S00108371,142,88,34,12,6,2
S00108372,93,60,25,6,2,-
S00108373,129,71,48,6,1,3
S00108374,61,26,21,9,5,-
S00108375,102,50,31,16,3,2
S00108376,63,37,20,6,-,-
S00108377,148,95,42,8,3,-
S00108378,155,94,43,12,4,2
S00108379,174,110,52,9,1,2
S00108380,135,62,47,19,6,1
S00108381,128,72,43,10,3,-
S00108382,127,76,35,13,3,-
S00108383,119,48,37,23,7,4
S00108384,105,64,30,9,2,-
S00108385,131,50,44,26,10,1
S00108386,110,46,36,19,9,-
S00108387,104,61,25,13,5,-
S00108388,191,91,71,21,6,2
S00108389,108,48,47,9,4,-
S00108390,77,29,26,14,5,3
S00108391,120,73,37,9,1,-
S00108392,106,45,39,17,3,2
S00108393,104,54,30,12,5,3
S00108394,89,41,37,10,1,-
S00108395,99,47,28,19,4,1
S00108396,165,112,46,6,1,-
S00108397,122,78,34,5,3,2
S00108398,172,93,51,24,2,2
S00108399,135,71,40,15,8,1
S00108400,140,58,55,20,6,1
S00108401,140,59,52,22,4,3
S00108402,118,56,44,13,4,1
S00108403,126,100,23,3,-,-
S00108404,106,55,36,15,-,-
S00108405,68,24,23,16,5,-
S00108406,134,64,43,19,8,-
S00108407,81,35,24,16,4,2
S00108408,81,33,28,12,5,3
S00108409,162,71,55,21,13,2
S00108410,145,69,57,12,5,2
S00108411,98,47,35,11,3,2
S00108412,200,99,47,29,15,10
S00108413,198,96,65,28,9,-
S00108414,156,76,41,18,18,3
S00108415,98,34,36,15,10,3
S00108416,152,79,51,14,7,1
S00108417,87,36,29,8,9,5
S00108418,86,30,24,25,5,2
S00108419,109,58,27,14,10,-
S00108420,150,63,56,18,9,4
S00108421,122,63,33,17,8,1
S00108422,70,36,17,14,2,1
S00108423,50,31,15,2,1,1
S00108424,50,15,20,12,3,-
S00108425,94,43,33,15,3,-
S00108426,99,54,21,18,4,2
S00108427,61,18,33,8,2,-
S00108428,69,31,23,12,3,-
S00108429,174,87,59,17,6,5
S00108430,117,44,46,20,7,-
S00108431,160,65,62,22,10,1
S00108432,130,58,50,15,6,1
S00108433,116,44,41,23,8,-
S00108434,112,49,43,17,3,-
S00108435,120,56,46,13,2,3
S00108436,151,65,52,22,12,-
S00108437,108,45,37,16,8,2
S00108438,150,83,45,16,6,-
S00108439,65,24,24,10,5,2
S00108440,82,34,23,18,5,2
S00108441,116,59,44,8,3,2
S00108442,144,85,38,18,3,-
S00108443,132,65,36,26,5,-
S00108444,86,39,31,12,4,-
S00108445,70,40,23,5,-,2
S00108446,102,49,28,16,8,1
S00108447,158,95,50,8,3,2
S00108448,175,96,51,19,9,-
S00108449,188,103,56,21,6,2
S00108450,157,98,31,23,3,2
S00108451,170,89,56,19,4,2
S00108452,100,38,43,11,6,2
S00108453,113,52,36,17,8,-
S00108454,116,68,27,17,3,1
S00108455,116,51,34,20,6,5
S00108456,107,42,50,10,3,2
S00108457,169,74,55,25,10,5
S00108458,159,82,51,18,7,1
S00108459,119,58,39,13,8,1
S00108460,160,91,37,13,16,3
S00108461,139,86,27,13,9,4
S00108462,130,61,50,15,3,1
S00108463,157,101,39,15,1,1
S00108464,157,93,48,13,2,1
S00108465,106,61,27,12,5,1
S00108466,186,102,52,25,6,1
S00108467,96,42,24,20,9,1
S00108468,131,65,44,17,4,1
S00108469,165,87,55,18,5,-
S00108470,132,66,39,18,9,-
S00108471,112,39,37,22,10,4
S00108472,152,80,40,21,10,1
S00108473,79,34,20,17,7,1
S00108474,118,55,42,14,7,-
S00108475,97,51,26,14,2,4
S00108476,156,79,41,28,5,3
S00108477,81,36,20,17,7,1
S00108478,50,26,16,5,3,-
S00108479,89,30,38,8,10,3
S00108480,84,30,32,16,5,1
S00108481,121,61,48,12,-,-
S00108482,120,69,35,13,3,-
S00108483,104,61,25,13,3,2
S00108484,94,52,27,13,1,1
S00108485,72,24,27,16,5,-
S00108486,120,59,39,13,9,-
S00108487,97,48,31,13,3,2
S00108488,117,51,42,18,6,-
S00108489,86,51,22,13,-,-
S00108490,169,116,44,7,2,-
S00108491,148,98,44,6,-,-
S00108492,86,41,26,12,5,2
S00108493,138,90,36,9,3,-
S00108494,115,41,41,20,11,2
S00108495,70,47,16,5,2,-
S00108496,107,47,31,17,10,2
S00108497,140,61,44,21,12,2
S00108498,87,35,34,13,5,-
S00108499,155,69,47,24,11,4
S00108500,90,49,27,12,2,-
S00108501,174,121,43,8,2,-
