oa_code,All people,Very good health,Good health,Fair health,Bad health,Very bad health
S00125573,68,29,26,9,2,2
S00125574,196,142,40,13,1,-
S00125575,146,68,42,25,9,2
S00125576,53,29,18,5,1,-
S00125577,110,29,37,32,8,4
S00125578,133,72,54,5,2,-
S00125579,141,83,38,12,4,4
S00125580,135,74,41,12,7,1
S00125581,164,126,29,5,4,-
S00125582,107,72,26,7,2,-
S00125583,171,100,44,18,4,5
S00125584,180,145,29,6,-,-
S00125585,220,162,48,8,1,1
S00125586,195,161,26,5,2,1
S00125587,191,131,46,9,4,1
S00125588,201,148,45,6,1,1
S00125589,145,94,39,9,2,1
S00125590,208,143,53,11,1,-
S00125591,103,55,34,7,6,1
S00125592,137,81,38,9,8,1
S00125593,108,55,31,20,2,-
S00125594,205,141,54,8,2,-
S00125595,134,88,36,8,2,-
S00125596,84,54,17,11,2,-
S00125597,178,116,47,11,3,1
S00125598,116,53,35,15,8,5
S00125599,191,75,81,25,7,3
S00125600,82,44,30,6,2,-
S00125601,68,21,26,15,5,1
S00125602,184,75,67,29,11,2
S00125603,82,28,18,21,12,3
S00125604,76,34,29,9,2,2
S00125605,94,54,22,11,7,-
S00125606,109,57,37,13,-,2
S00125607,99,58,20,17,4,-
S00125608,147,73,42,19,10,3
S00125609,52,24,18,6,3,1
S00125610,229,171,40,15,3,-
S00125611,63,40,16,4,3,-
S00125612,203,140,48,9,4,2
S00125613,145,109,29,6,1,-
S00125614,134,83,34,8,8,1
S00125615,177,133,36,6,1,1
S00125616,156,106,34,14,1,1
S00125617,153,105,39,7,-,2
S00125618,226,191,28,7,-,-
S00125619,160,83,45,21,9,2
S00125620,141,98,35,5,2,1
S00125621,190,125,48,10,6,1
S00125622,133,86,35,7,4,1
S00125623,128,90,28,7,3,-
S00125624,130,73,27,14,14,2
S00125625,98,35,30,16,12,5
S00125626,96,30,36,19,9,2
S00125627,98,54,23,16,3,2
S00125628,142,66,39,22,11,4
S00125629,93,45,25,14,8,1
S00125630,130,98,23,8,1,-
S00125631,135,89,36,10,-,-
S00125632,193,135,45,7,6,-
S00125633,103,46,30,21,4,2
S00125634,74,41,19,11,1,2
S00125635,161,114,33,11,3,-
S00125636,101,62,32,6,1,-
S00125637,88,45,24,15,3,1
S00125638,104,61,30,9,2,2
S00125639,175,120,37,12,3,3
S00125640,174,115,43,11,4,1
S00125641,115,51,27,23,14,-
S00125642,59,22,19,11,6,1
S00125643,147,71,40,22,11,3
S00125644,218,128,67,18,4,1
S00125645,91,57,24,3,4,3
S00125646,197,120,46,25,4,2
S00125647,109,54,31,15,7,2
S00125648,137,70,36,18,11,2
S00125649,148,64,45,25,12,2
S00125650,111,47,35,14,13,2
S00125651,100,69,20,4,5,2
S00125652,69,40,18,8,2,1
S00125653,206,67,78,42,17,2
S00125654,152,78,38,26,5,5
S00125655,140,74,51,10,4,1
S00125656,168,86,52,24,5,1
S00125657,167,106,47,9,2,3
S00125658,214,149,46,14,3,2
S00125659,147,104,32,10,1,-
S00125660,203,142,36,18,6,1
S00125661,134,89,32,9,2,2
S00125662,114,77,23,10,4,-
S00125663,97,37,25,19,9,7
S00125664,90,48,21,11,7,3
S00125665,75,44,16,9,5,1
S00125666,99,39,38,11,8,3
S00125667,110,37,32,27,9,5
S00125668,168,86,53,24,4,1
S00125669,85,16,31,22,12,4
S00125670,69,33,26,8,2,-
S00125671,153,96,40,12,4,1
S00125672,156,90,45,15,3,3
S00125673,155,91,45,12,6,1
S00125674,98,55,30,10,2,1
S00125675,80,27,26,20,4,3
S00125676,122,72,31,14,4,1
S00125677,99,43,34,17,4,1
S00125678,99,42,30,17,8,2
S00125679,178,49,29,75,15,10
S00125680,66,33,20,11,1,1
S00125681,95,56,31,5,3,-
S00125682,337,219,73,32,10,3
S00125683,97,41,32,16,4,4
S00125684,276,184,80,11,1,-
S00125685,110,44,26,23,13,4
S00125686,92,32,27,21,8,4
S00125687,72,18,17,19,11,7
S00125688,145,57,44,28,15,1
S00125689,120,48,34,23,6,9
S00125690,87,37,31,8,8,3
S00125691,102,46,29,18,9,-
S00125692,112,48,29,19,16,-
S00125693,147,63,57,20,6,1
S00125694,69,36,16,12,2,3
S00125695,106,45,36,16,7,2
S00125696,108,66,22,14,5,1
S00125697,67,22,19,15,11,-
S00125698,184,101,58,18,7,-
S00125699,60,33,19,7,1,-
S00125700,206,110,58,24,11,3
S00125701,147,108,27,11,-,1
S00125702,113,91,16,4,1,1
S00125703,182,134,43,5,-,-
S00125704,140,78,44,13,5,-
S00125705,105,45,35,15,6,4
S00125706,53,20,15,11,6,1
S00125707,205,151,45,5,4,-
S00125708,67,40,20,6,-,1
S00125709,86,57,18,8,3,-
S00125710,149,99,38,10,2,-
S00125711,165,111,43,10,1,-
S00125712,120,45,34,28,9,4
S00125713,72,42,21,6,3,-
S00125714,207,113,51,31,10,2
S00125715,131,64,52,12,3,-
S00125716,94,35,40,12,7,-
S00125717,84,37,30,9,5,3
S00125718,139,63,49,18,6,3
S00125719,158,74,38,26,14,6
S00125720,114,52,31,20,7,4
S00125721,81,36,28,8,5,4
S00125722,168,83,57,21,5,2
S00125723,92,45,27,13,4,3
S00125724,167,98,50,13,6,-
S00125725,172,100,48,19,3,2
S00125726,76,34,25,12,5,-
S00125727,138,63,45,25,4,1
S00125728,109,54,34,13,5,3
S00125729,69,34,19,6,6,4
S00125730,124,66,29,17,8,4
S00125731,62,33,10,14,2,3
S00125732,105,49,32,14,7,3
S00125733,54,28,17,4,3,2
S00125734,153,84,44,16,9,-
S00125735,153,63,52,29,8,1
S00125736,60,29,12,12,6,1
S00125737,134,57,43,23,10,1
S00125738,91,44,26,9,9,3
S00125739,170,89,53,21,6,1
S00125740,90,54,24,9,3,-
S00125741,82,5,16,28,23,10
S00125742,162,57,48,28,23,6
S00125743,115,50,37,21,2,5
S00125744,92,34,28,19,8,3
S00125745,94,44,30,15,4,1
S00125746,107,42,36,23,6,-
S00125747,159,99,45,9,5,1
S00125748,116,52,33,17,10,4
S00125749,84,43,33,6,2,-
S00125750,117,55,36,13,11,2
S00125751,131,55,37,25,12,2
S00125752,83,48,16,10,8,1
S00125753,57,12,22,16,7,-
S00125754,93,38,22,19,11,3
S00125755,78,44,23,6,5,-
S00125756,101,47,37,14,3,-
S00125757,58,22,23,7,4,2
S00125758,103,29,30,32,12,-
S00125759,97,41,26,16,12,2
S00125760,79,48,20,8,2,1
S00125761,154,78,56,12,6,2
S00125762,125,61,38,16,7,3
S00125763,171,86,58,18,5,4
S00125764,98,55,26,12,4,1
S00125765,74,27,31,13,2,1
S00125766,131,63,39,22,5,2
S00125767,111,69,36,2,4,-
S00125768,128,91,30,6,1,-
S00125769,137,94,35,4,2,2
S00125770,178,67,38,42,29,2
S00125771,156,119,27,8,2,-
S00125772,72,50,13,5,3,1
S00125773,145,69,47,18,9,2
S00125774,148,117,24,6,1,-
S00125775,82,26,16,19,15,6
S00125776,208,136,55,9,7,1
S00125777,137,105,27,3,1,1
S00125778,83,52,26,4,-,1
S00125779,122,98,16,7,1,-
S00125780,182,128,46,4,4,-
S00125781,165,103,50,10,1,1
S00125782,124,79,31,11,3,-
S00125783,237,179,42,11,3,2
S00125784,286,179,91,12,3,1
S00125785,66,42,19,5,-,-
S00125786,143,85,48,9,-,1
S00125787,64,39,24,1,-,-
S00125788,108,76,26,6,-,-
S00125789,295,230,45,14,5,1
S00125790,108,68,31,6,2,1
S00125791,153,97,43,10,3,-
S00125792,120,74,33,12,1,-
S00125793,198,134,49,14,1,-
S00125794,174,111,41,17,5,-
S00125795,184,115,51,11,4,3
S00125796,78,55,18,3,1,1
S00125797,171,111,42,10,7,1
S00125798,131,86,37,7,1,-
S00125799,198,113,48,25,8,4
S00125800,113,55,32,18,6,2
S00125801,134,86,39,7,2,-
S00125802,157,116,37,1,2,1
S00125803,195,95,66,26,6,2
S00125804,119,53,51,10,5,-
S00125805,87,42,22,15,8,-
S00125806,92,47,29,12,4,-
S00125807,84,32,34,12,6,-
S00125808,143,72,51,13,7,-
S00125809,101,40,32,25,4,-
S00125810,114,50,42,15,6,1
S00125811,100,49,36,9,5,1
S00125812,141,43,57,25,12,4
S00125813,70,28,26,13,3,-
S00125814,166,69,46,37,13,1
S00125815,102,42,26,14,14,6
S00125816,167,72,51,27,9,8
S00125817,60,20,25,8,4,3
S00125818,91,69,18,2,1,1
S00125819,213,148,54,8,3,-
S00125820,143,81,35,16,8,3
S00125821,107,46,26,28,6,1
S00125822,150,93,41,11,4,1
S00125823,120,87,28,4,1,-
S00125824,171,121,36,12,2,-
S00125825,112,47,34,16,10,5
S00125826,69,33,17,12,5,2
S00125827,93,36,28,18,9,2
S00125828,152,93,44,10,4,1
S00125829,68,38,23,6,1,-
S00125830,193,121,38,26,6,2
S00125831,94,46,30,16,-,2
S00125832,140,104,27,5,3,1
S00125833,155,114,35,4,2,-
S00125834,265,185,45,23,10,2
S00125835,125,79,37,8,1,-
S00125836,172,118,40,10,2,2
S00125837,186,132,45,7,2,-
S00125838,134,119,11,4,-,-
S00125839,120,80,30,8,1,1
S00125840,177,130,31,11,4,1
S00125841,117,75,34,7,1,-
S00125842,152,97,37,14,1,3
S00125843,121,78,30,10,3,-
S00125844,119,82,28,9,-,-
S00125845,66,46,13,6,1,-
S00125846,184,115,52,15,2,-
S00125847,78,34,32,10,2,-
S00125848,115,59,34,10,6,6
S00125849,77,21,27,22,5,2
S00125850,154,78,54,19,1,2
S00125851,96,24,22,28,14,8
S00125852,141,89,42,8,2,-
S00125853,204,143,48,10,1,2
S00125854,72,46,20,5,-,1
S00125855,158,92,49,14,2,1
S00125856,155,89,53,5,6,2
S00125857,220,146,61,12,-,1
S00125858,194,148,37,6,3,-
S00125859,164,102,51,6,4,1
S00125860,241,156,61,18,5,1
S00125861,81,47,23,8,3,-
S00125862,205,132,61,7,4,1
S00125863,99,78,19,2,-,-
S00125864,195,137,51,5,2,-
S00125865,197,129,56,8,3,1
S00125866,249,192,43,13,1,-
S00125867,59,20,15,13,9,2
S00125868,196,101,63,21,7,4
S00125869,90,66,17,6,-,1
S00125870,136,101,31,4,-,-
S00125871,84,63,14,4,2,1
S00125872,105,59,37,7,2,-
S00125873,127,73,28,16,7,3
S00125874,68,45,21,1,1,-
S00125875,157,112,27,13,4,1
S00125876,178,96,60,13,6,3
S00125877,122,62,36,15,7,2
S00125878,189,151,29,6,3,-
S00125879,110,73,29,6,1,1
S00125880,154,112,34,5,2,1
S00125881,117,100,16,1,-,-
S00125882,216,113,42,34,19,8
S00125883,214,161,45,7,1,-
S00125884,191,155,26,9,1,-
S00125885,136,90,32,11,3,-
S00125886,180,118,52,10,-,-
S00125887,74,33,18,19,3,1
S00125888,88,32,33,14,8,1
S00125889,295,130,63,43,35,24
S00125890,228,171,45,8,4,-
S00125891,73,35,18,13,6,1
S00125892,143,60,36,23,17,7
S00125893,130,85,26,12,6,1
S00125894,87,56,22,8,-,1
S00125895,206,138,54,9,5,-
S00125896,167,118,34,12,3,-
S00125897,241,168,56,12,3,2
S00125898,162,111,39,9,3,-
S00125899,132,95,32,3,2,-
S00125900,163,107,40,14,2,-
S00125901,180,133,30,13,4,-
S00125902,199,117,62,12,6,2
S00125903,158,93,41,17,7,-
S00125904,214,144,53,15,2,-
S00125905,123,75,36,10,2,-
S00125906,123,74,38,8,1,2
S00125907,66,31,25,6,4,-
S00125908,169,109,44,9,3,4
S00125909,141,60,42,27,7,5
S00125910,64,37,13,6,7,1
S00125911,76,44,21,5,3,3
S00125912,172,103,48,16,5,-
S00125913,141,93,34,10,4,-
S00125914,105,76,26,2,1,-
S00125915,141,86,46,7,2,-
S00125916,134,95,28,10,1,-
S00125917,86,58,16,8,2,2
S00125918,64,42,16,4,2,-
S00125919,120,81,28,10,1,-
S00125920,147,91,47,7,2,-
S00125921,139,79,48,9,3,-
S00125922,70,30,20,12,3,5
S00125923,101,23,42,24,8,4
S00125924,88,37,31,11,7,2
S00125925,80,23,24,24,8,1
S00125926,149,94,44,11,-,-
S00125927,160,86,54,15,3,2
S00125928,119,75,31,11,1,1
S00125929,108,76,22,10,-,-
S00125930,117,75,34,7,1,-
S00125931,114,68,32,11,3,-
S00125932,67,33,25,6,2,1
S00125933,111,69,33,6,2,1
S00125934,165,103,42,14,5,1
S00125935,156,65,59,24,4,4
S00125936,86,54,18,12,1,1
S00125937,94,43,38,11,2,-
S00125938,158,77,42,26,6,7
S00125939,72,33,29,8,1,1
S00125940,146,60,56,22,6,2
S00125941,138,66,53,16,1,2
S00125942,86,48,25,8,2,3
S00125943,124,70,39,10,3,2
S00125944,163,88,53,17,3,2
S00125945,120,50,51,14,4,1
S00125946,132,77,47,5,1,2
S00125947,222,119,76,19,6,2
S00125948,119,65,39,8,7,-
S00125949,68,46,13,9,-,-
S00125950,199,130,50,11,4,4
S00125951,125,55,51,16,2,1
S00125952,116,57,49,10,-,-
S00125953,103,74,22,5,2,-
S00125954,196,121,53,17,1,4
S00125955,83,49,25,9,-,-
S00125956,127,71,43,12,1,-
S00125957,170,91,60,16,3,-
S00125958,129,68,46,13,2,-
S00125959,141,67,53,13,6,2
S00125960,64,40,13,9,2,-
S00125961,130,84,32,11,3,-
S00125962,101,57,28,13,2,1
S00125963,131,68,50,10,2,1
S00125964,55,33,15,5,2,-
S00125965,90,57,25,7,1,-
S00125966,91,52,31,4,3,1
S00125967,123,68,37,16,2,-
S00125968,98,53,33,12,-,-
S00125969,156,71,49,28,7,1
S00125970,182,110,57,13,1,1
S00125971,65,41,20,4,-,-
S00125972,86,32,25,20,6,3
S00125973,111,68,38,4,1,-
S00125974,130,75,37,13,2,3
S00125975,117,69,32,11,4,1
S00125976,101,44,38,16,3,-
S00125977,104,63,30,10,1,-
S00125978,88,48,30,7,2,1
S00125979,104,47,39,17,1,-
S00125980,114,62,37,11,1,3
S00125981,156,90,48,14,4,-
S00125982,110,57,33,13,5,2
S00125983,148,94,40,9,5,-
S00125984,60,40,6,9,3,2
S00125985,122,58,45,15,3,1
S00125986,132,70,51,10,-,1
S00125987,130,67,48,9,2,4
S00125988,89,37,31,15,4,2
S00125989,127,57,42,24,4,-
S00125990,65,34,20,7,2,2
S00125991,177,90,69,9,8,1
S00125992,90,44,37,7,2,-
S00125993,88,44,21,12,7,4
S00125994,72,26,15,18,9,4
S00125995,87,27,38,18,4,-
S00125996,138,69,55,10,3,1
S00125997,130,56,52,18,4,-
S00125998,76,42,24,9,1,-
S00125999,100,50,41,6,2,1
S00126000,96,59,27,5,5,-
S00126001,99,57,34,4,3,1
S00126002,95,47,36,7,3,2
S00126003,58,30,21,5,2,-
S00126004,76,53,17,4,1,1
S00126005,98,62,34,2,-,-
S00126006,165,92,57,12,3,1
S00126007,98,53,38,6,1,-
S00126008,88,30,32,18,4,4
S00126009,81,42,28,8,3,-
S00126010,204,118,64,15,5,2
S00126011,122,59,44,19,-,-
S00126012,59,32,20,6,1,-
S00126013,109,68,30,10,1,-
S00126014,59,28,22,6,3,-
S00126015,108,58,40,9,1,-
S00126016,75,49,25,1,-,-
S00126017,134,53,32,23,6,20
S00126018,128,73,35,16,3,1
S00126019,108,53,39,7,8,1
S00126020,56,38,15,3,-,-
S00126021,102,55,35,11,-,1
S00126022,56,26,19,7,4,-
S00126023,54,28,22,3,1,-
S00126024,70,26,33,9,1,1
S00126025,54,28,17,7,1,1
S00126026,67,21,26,13,6,1
S00126027,105,45,45,10,3,2
S00126028,108,48,37,18,4,1
S00126029,133,61,49,16,3,4
S00126030,52,14,25,13,-,-
S00126031,94,36,46,10,2,-
S00126032,87,47,34,6,-,-
S00126033,120,48,56,13,3,-
S00126034,105,51,36,15,3,-
S00126035,150,77,51,16,6,-
S00126036,83,47,20,14,2,-
S00126037,94,32,33,25,2,2
S00126038,132,72,48,9,1,2
S00126039,94,41,39,12,1,1
S00126040,111,62,37,10,2,-
S00126041,145,91,39,11,3,1
S00126042,127,66,44,14,3,-
S00126043,154,91,50,10,2,1
S00126044,75,29,32,11,3,-
S00126045,128,56,50,21,1,-
S00126046,139,74,41,23,1,-
S00126047,87,54,24,8,1,-
S00126048,118,64,47,7,-,-
S00126049,92,52,24,13,2,1
S00126050,75,44,26,3,2,-
S00126051,98,71,23,4,-,-
S00126052,114,68,34,8,4,-
S00126053,90,56,23,8,2,1
S00126054,81,37,34,7,3,-
S00126055,69,34,21,10,4,-
S00126056,116,55,40,15,6,-
S00126057,98,33,49,12,2,2
S00126058,58,32,16,5,3,2
S00126059,73,30,30,11,-,2
S00126060,69,39,23,6,1,-
S00126061,111,69,33,8,1,-
S00126062,110,60,38,11,1,-
S00126063,115,46,46,13,7,3
S00126064,129,76,39,9,4,1
S00126065,97,63,22,10,2,-
S00126066,93,58,22,12,-,1
S00126067,141,82,36,17,3,3
S00126068,149,52,70,23,2,2
S00126069,122,53,46,20,2,1
S00126070,150,101,39,8,2,-
S00126071,148,88,42,17,-,1
S00126072,91,49,33,9,-,-
S00126073,102,50,41,10,1,-
S00126074,181,116,49,14,2,-
S00126075,160,98,35,25,2,-
S00126076,142,83,48,9,2,-
S00126077,144,102,36,3,3,-
S00126078,62,30,27,4,-,1
S00126079,116,47,42,19,5,3
S00126080,89,52,25,9,2,1
S00126081,152,89,48,11,4,-
S00126082,296,189,77,19,8,3
S00126083,175,105,56,10,4,-
S00126084,177,94,57,21,3,2
S00126085,146,81,39,21,3,2
S00126086,95,33,26,19,11,6
S00126087,109,66,24,11,5,3
S00126088,125,72,30,13,10,-
S00126089,169,115,44,7,3,-
S00126090,65,43,19,2,1,-
S00126091,116,58,42,10,5,1
S00126092,114,65,40,7,1,1
S00126093,57,25,15,13,3,1
S00126094,137,73,49,13,2,-
S00126095,124,63,45,14,1,1
S00126096,52,18,27,5,1,1
S00126097,115,61,39,14,1,-
S00126098,86,43,35,8,-,-
S00126099,90,42,30,14,3,1
S00126100,119,72,31,10,5,1
S00126101,163,90,51,16,6,-
S00126102,128,74,39,12,2,1
S00126103,116,62,39,13,2,-
S00126104,58,43,12,3,-,-
S00126105,152,96,34,17,3,2
S00126106,132,72,34,14,9,3
S00126107,115,67,35,9,3,1
S00126108,155,90,44,14,7,-
S00126109,145,96,39,4,3,3
S00126110,99,63,29,7,-,-
S00126111,110,67,29,9,5,-
S00126112,91,66,18,7,-,-
S00126113,167,87,64,14,2,-
S00126114,123,80,31,10,2,-
S00126115,123,67,42,9,4,1
S00126116,169,100,51,13,4,1
S00126117,183,126,46,9,-,2
S00126118,145,74,50,15,4,2
S00126119,153,95,40,14,3,1
S00126120,99,59,30,7,3,-
S00126121,78,45,17,12,3,1
S00126122,121,79,27,13,2,-
S00126123,92,56,22,13,1,-
S00126124,112,76,26,10,-,-
S00126125,105,72,24,5,3,1
S00126126,81,57,17,7,-,-
S00126127,98,60,16,9,7,6
S00126128,71,42,22,5,2,-
S00126129,217,153,51,9,3,1
S00126130,139,63,50,21,5,-
S00126131,99,52,35,7,4,1
S00126132,105,58,31,14,2,-
S00126133,65,34,15,11,2,3
S00126134,504,386,101,14,2,1
S00126135,73,35,33,5,-,-
S00126136,89,56,27,4,2,-
S00126137,143,94,34,12,3,-
S00126138,123,83,34,4,1,1
S00126139,83,39,31,8,3,2
S00126140,130,78,42,7,1,2
S00126141,116,72,36,5,3,-
S00126142,191,121,57,10,3,-
S00126143,107,64,35,6,2,-
S00126144,108,55,42,8,2,1
S00126145,62,29,27,5,1,-
S00126146,81,60,19,2,-,-
S00126147,158,85,49,14,8,2
S00126148,117,58,35,19,5,-
S00126149,111,61,33,15,2,-
S00126150,73,45,25,3,-,-
S00126151,168,107,46,8,6,1
S00126152,107,79,24,4,-,-
S00126153,150,100,34,11,5,-
S00126154,63,48,11,2,-,2
S00126155,59,35,15,6,2,1
S00126156,103,55,38,8,1,1
S00126157,85,56,22,2,3,2
S00126158,138,93,38,6,1,-
S00126159,133,88,36,7,2,-
S00126160,147,95,43,7,2,-
S00126161,227,148,53,16,9,1
S00126162,111,46,43,13,9,-
S00126163,73,37,26,8,1,1
S00126164,116,45,39,16,12,4
S00126165,136,68,46,17,4,1
S00126166,108,59,32,17,-,-
S00126167,153,94,43,13,3,-
S00126168,133,74,44,10,5,-
S00126169,134,70,38,23,2,1
S00126170,60,28,20,10,1,1
S00126171,119,60,39,17,1,2
S00126172,110,62,30,17,1,-
S00126173,75,46,21,5,1,2
S00126174,112,65,35,9,3,-
S00126175,184,98,61,22,2,1
S00126176,171,94,56,16,2,3
S00126177,159,115,35,7,2,-
S00126178,177,134,25,14,3,1
S00126179,75,45,19,6,5,-
S00126180,103,60,34,6,3,-
S00126181,63,28,26,7,2,-
S00126182,131,90,32,6,3,-
S00126183,91,51,30,8,2,-
S00126184,99,46,34,18,1,-
S00126185,96,30,45,17,4,-
S00126186,137,102,29,4,1,1
S00126187,172,108,55,5,4,-
S00126188,111,50,41,17,3,-
S00126189,194,137,53,3,1,-
S00126190,169,100,56,11,2,-
S00126191,110,61,40,7,2,-
S00126192,73,42,22,6,2,1
S00126193,125,79,32,8,5,1
S00126194,115,57,39,14,3,2
S00126195,118,82,25,10,1,-
S00126196,128,83,34,6,4,1
S00126197,152,96,37,15,3,1
S00126198,163,99,51,8,4,1
S00126199,90,53,30,6,-,1
S00126200,172,100,53,14,4,1
S00126201,93,54,34,4,-,1
S00126202,108,65,35,7,1,-
S00126203,126,86,30,7,3,-
S00126204,106,61,22,12,3,8
S00126205,69,36,25,4,4,-
S00126206,120,74,30,13,2,1
S00126207,128,85,37,5,-,1
S00126208,110,60,40,9,-,1
S00126209,160,99,41,14,6,-
S00126210,76,46,22,7,1,-
S00126211,104,57,32,13,2,-
S00126212,171,109,48,10,1,3
S00126213,90,63,23,3,-,1
S00126214,182,121,48,10,3,-
S00126215,59,45,12,1,-,1
S00126216,137,101,31,4,1,-
S00126217,86,50,21,11,4,-
S00126218,151,101,40,9,1,-
S00126219,89,52,21,13,2,1
S00126220,170,94,63,12,-,1
S00126221,66,45,15,2,2,2
S00126222,104,71,28,2,3,-
S00126223,56,35,12,7,2,-
S00126224,56,34,18,3,1,-
S00126225,168,89,57,15,5,2
S00126226,98,57,29,8,4,-
S00126227,87,47,32,6,1,1
S00126228,132,65,36,20,10,1
S00126229,151,94,41,9,6,1
S00126230,74,39,19,12,3,1
S00126231,66,34,20,7,5,-
S00126232,117,71,33,8,4,1
S00126233,94,50,34,7,3,-
S00126234,95,54,29,8,2,2
S00126235,64,44,19,1,-,-
S00126236,201,121,63,15,1,1
S00126237,127,77,39,10,1,-
S00126238,109,69,25,11,4,-
S00126239,83,43,29,7,2,2
S00126240,75,45,17,5,3,5
S00126241,91,53,25,10,2,1
S00126242,127,81,28,15,3,-
S00126243,95,49,34,9,3,-
S00126244,67,32,21,11,3,-
S00126245,128,59,51,12,6,-
S00126246,115,68,39,6,2,-
S00126247,91,45,28,14,4,-
S00126248,120,88,23,9,-,-
S00126249,98,58,23,9,8,-
S00126250,193,123,60,8,1,1
S00126251,60,23,29,4,4,-
S00126252,189,92,63,25,9,-
S00126253,107,54,44,6,3,-
S00126254,148,81,45,17,2,3
S00126255,98,56,30,6,3,3
S00126256,113,60,36,15,1,1
S00126257,52,40,9,2,1,-
S00126258,114,72,31,10,1,-
S00126259,130,75,38,16,1,-
S00126260,124,63,41,15,3,2
S00126261,89,50,23,10,5,1
S00126262,93,51,28,11,3,-
S00126263,97,45,35,12,4,1
S00126264,156,99,32,20,4,1
S00126265,161,76,59,20,4,2
S00126266,144,78,53,9,4,-
S00126267,132,59,40,23,9,1
S00126268,169,108,45,13,2,1
S00126269,115,67,35,9,4,-
S00126270,89,41,18,21,5,4
S00126271,101,70,21,7,1,2
S00126272,104,57,38,7,2,-
S00126273,115,60,32,18,4,1
S00126274,170,97,53,18,1,1
S00126275,88,47,30,8,2,1
S00126276,120,64,40,11,4,1
S00126277,89,55,25,4,3,2
S00126278,102,56,32,13,1,-
S00126279,132,76,45,9,1,1
S00126280,67,43,16,7,-,1
S00126281,66,36,16,12,2,-
S00126282,116,69,35,7,3,2
S00126283,93,49,28,13,2,1
S00126284,85,58,23,4,-,-
S00126285,134,88,35,11,-,-
S00126286,116,84,29,3,-,-
S00126287,190,145,39,5,1,-
S00126288,66,27,31,3,3,2
S00126289,59,43,10,4,2,-
S00126290,97,53,26,10,5,3
S00126291,55,24,22,5,2,2
S00126292,162,93,49,17,2,1
S00126293,78,44,24,7,3,-
S00126294,79,51,18,9,1,-
S00126295,187,125,41,18,3,-
S00126296,104,56,37,10,-,1
S00126297,148,95,36,12,5,-
S00126298,110,71,29,7,3,-
S00126299,121,54,47,14,6,-
S00126300,130,62,43,17,7,1
S00126301,150,76,57,16,1,-
S00126302,73,36,30,7,-,-
S00126303,86,46,31,7,2,-
S00126304,71,43,22,5,1,-
S00126305,105,57,38,8,2,-
S00126306,109,53,50,2,4,-
S00126307,117,64,38,12,2,1
S00126308,107,45,48,14,-,-
S00126309,157,92,41,20,3,1
S00126310,87,43,34,9,1,-
S00126311,106,55,35,13,2,1
S00126312,118,51,44,21,1,1
S00126313,86,52,22,11,1,-
S00126314,97,33,48,11,4,1
S00126315,60,23,29,8,-,-
S00126316,56,23,18,12,3,-
S00126317,134,85,33,12,4,-
S00126318,129,77,34,17,1,-
S00126319,86,38,29,16,2,1
S00126320,120,53,33,21,11,2
S00126321,108,51,38,14,5,-
S00126322,104,55,22,23,3,1
S00126323,101,52,33,11,5,-
S00126324,93,50,21,16,4,2
S00126325,117,80,20,13,4,-
S00126326,107,63,34,8,2,-
S00126327,72,29,17,16,7,3
S00126328,117,51,39,20,6,1
S00126329,138,71,47,16,3,1
S00126330,126,63,40,16,5,2
S00126331,122,47,49,18,6,2
S00126332,154,101,42,8,3,-
S00126333,155,91,48,14,1,1
S00126334,177,124,43,6,2,2
S00126335,75,51,18,5,-,1
S00126336,122,72,33,13,4,-
S00126337,75,48,18,7,2,-
S00126338,57,30,22,3,2,-
S00126339,126,73,36,15,2,-
S00126340,123,67,38,14,3,1
S00126341,117,66,33,16,1,1
S00126342,108,59,34,11,3,1
S00126343,123,80,33,10,-,-
S00126344,52,26,18,8,-,-
S00126345,69,36,23,9,1,-
S00126346,134,92,35,6,1,-
S00126347,120,61,49,7,3,-
S00126348,104,43,39,13,5,4
S00126349,136,65,46,22,2,1
S00126350,106,62,30,11,3,-
S00126351,85,48,24,13,-,-
S00126352,200,120,41,31,7,1
S00126353,134,76,39,15,4,-
S00126354,83,45,28,8,1,1
S00126355,122,82,27,10,3,-
S00126356,131,62,49,16,4,-
S00126357,159,83,49,19,3,5
S00126358,77,46,27,3,-,1
S00126359,72,36,23,10,2,1
S00126360,154,89,49,14,1,1
S00126361,119,77,31,9,1,1
S00126362,130,77,38,11,4,-
S00126363,127,70,39,14,4,-
S00126364,55,25,21,6,1,2
S00126365,135,79,35,15,5,1
S00126366,71,28,29,11,3,-
S00126367,61,36,16,7,2,-
S00126368,55,29,22,2,2,-
S00126369,186,115,54,13,2,2
S00126370,53,38,8,3,2,2
S00126371,53,26,22,4,1,-
S00126372,164,91,41,20,8,4
S00126373,84,45,27,9,2,1
S00126374,142,65,49,23,4,1
S00126375,149,83,50,11,2,3
S00126376,65,7,32,20,5,1
S00126377,115,84,23,5,3,-
S00126378,189,87,58,29,10,5
S00126379,121,58,47,14,1,1
S00126380,116,68,36,12,-,-
S00126381,160,92,47,14,3,4
S00126382,101,60,33,7,1,-
S00126383,147,91,40,10,5,1
S00126384,93,60,22,9,1,1
