oa_code,All people,Church of Scotland,Roman Catholic,Other Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,Other religion,No religion,Religion not stated
S00106163,107,19,12,9,2,4,-,7,-,-,44,10
S00106164,112,9,34,-,-,-,-,-,3,-,60,6
S00106165,65,17,9,2,-,-,-,-,-,-,34,3
S00106166,112,15,11,8,1,-,-,11,-,1,52,13
S00106167,146,12,23,19,-,-,-,9,-,-,70,13
S00106168,82,11,17,-,-,4,-,-,-,-,44,6
S00106169,110,15,26,-,-,-,1,11,-,1,52,4
S00106170,174,42,26,9,-,4,-,7,-,1,74,11
S00106171,105,26,19,13,-,-,-,-,-,2,30,15
S00106172,111,24,25,7,1,-,-,8,1,-,40,5
S00106173,91,18,13,8,-,-,-,-,-,-,38,14
S00106174,90,6,15,12,-,-,6,20,-,-,28,3
S00106175,85,18,10,5,-,-,-,3,-,-,40,9
S00106176,93,25,20,14,-,1,-,6,-,-,18,9
S00106177,138,39,20,7,-,-,2,14,-,2,50,4
S00106178,187,36,44,4,-,-,-,6,-,2,83,12
S00106179,98,21,19,-,-,-,-,10,-,-,42,6
S00106180,91,25,15,1,-,-,-,1,-,-,45,4
S00106181,89,28,7,4,-,-,-,1,-,-,47,2
S00106182,161,24,32,10,-,-,1,6,-,-,71,17
S00106183,66,25,12,-,-,-,-,-,-,-,24,5
S00106184,127,28,33,3,-,1,-,3,-,-,57,2
S00106185,116,29,11,5,3,-,1,4,-,-,47,16
S00106186,113,25,23,8,-,-,-,-,-,-,50,7
S00106187,96,19,27,-,-,-,-,4,-,1,37,8
S00106188,124,34,28,8,-,-,1,-,-,-,46,7
S00106189,100,26,13,7,-,-,-,13,-,-,38,3
S00106190,132,37,23,21,-,5,1,7,-,-,36,2
S00106191,203,45,30,13,1,1,2,4,-,2,89,16
S00106192,67,10,5,8,2,-,1,-,-,-,37,4
S00106193,105,13,15,18,1,5,-,14,-,-,34,5
S00106194,95,24,15,2,-,-,-,8,-,-,39,7
S00106195,153,48,18,11,-,3,-,3,-,-,61,9
S00106196,133,36,12,4,1,-,-,15,-,4,55,6
S00106197,117,26,10,12,-,4,-,6,-,-,41,18
S00106198,123,32,11,12,-,-,-,-,-,-,52,16
S00106199,163,54,3,19,1,-,1,8,-,1,68,8
S00106200,205,36,13,20,2,3,-,6,-,1,106,18
S00106201,166,16,19,9,-,3,-,2,-,-,101,16
S00106202,101,13,8,6,-,-,4,1,1,1,59,8
S00106203,90,20,12,7,-,-,-,5,-,-,34,12
S00106204,158,37,12,5,-,6,-,6,-,3,78,11
S00106205,161,19,24,16,-,2,4,2,-,1,79,14
S00106206,142,20,27,12,4,-,-,2,-,1,65,11
S00106207,112,18,22,3,1,-,1,1,-,-,48,18
S00106208,82,32,19,7,-,-,-,1,-,-,18,5
S00106209,104,20,24,3,-,-,-,1,-,-,50,6
S00106210,59,18,16,1,-,1,-,2,-,-,15,6
S00106211,79,17,8,7,-,-,-,1,-,-,42,4
S00106212,70,13,11,5,-,-,-,-,-,-,31,10
S00106213,61,14,14,1,1,2,-,-,-,-,26,3
S00106214,68,15,11,2,-,-,-,2,-,-,30,8
S00106215,128,28,23,4,-,-,-,11,-,-,52,10
S00106216,123,46,22,10,2,-,-,-,-,1,35,7
S00106217,100,35,14,6,-,-,-,-,2,-,31,12
S00106218,97,34,15,7,-,-,-,-,-,1,36,4
S00106219,107,19,28,2,-,-,-,8,-,-,43,7
S00106220,55,3,5,3,12,-,1,1,3,-,27,-
S00106221,129,12,13,15,5,1,-,-,-,1,65,17
S00106222,129,28,20,6,2,-,-,27,2,-,37,7
S00106223,119,40,8,10,-,-,-,-,-,-,42,19
S00106224,112,28,16,7,-,-,-,3,-,-,54,4
S00106225,103,38,13,5,1,-,-,-,-,-,36,10
S00106226,166,19,23,28,-,1,5,3,1,-,69,17
S00106227,132,17,10,15,3,-,-,6,-,-,69,12
S00106228,102,28,12,9,-,-,-,3,-,2,40,8
S00106229,"1,863",168,256,283,32,26,11,37,2,13,883,152
S00106230,138,33,8,17,2,1,-,2,-,1,52,22
S00106231,97,8,12,12,2,-,1,3,-,-,49,10
S00106232,142,17,17,8,-,-,2,2,-,-,86,10
S00106233,87,8,9,7,-,13,-,-,-,1,45,4
S00106234,103,16,8,14,5,6,-,8,-,-,40,6
S00106235,109,13,19,15,-,-,-,5,-,-,50,7
S00106236,94,34,11,2,-,-,-,2,4,3,33,5
S00106237,92,41,13,1,-,-,-,4,-,-,33,-
S00106238,110,30,12,7,-,-,-,15,-,1,36,9
S00106239,84,25,10,2,1,-,-,3,4,-,31,8
S00106240,76,21,7,4,-,-,-,-,-,-,40,4
S00106241,161,36,22,12,1,-,-,13,-,1,71,5
S00106242,67,25,7,4,-,-,-,-,-,-,26,5
S00106243,80,27,8,-,-,-,-,-,-,-,39,6
S00106244,127,49,21,5,2,-,-,3,-,-,44,3
S00106245,149,50,7,11,-,-,-,9,-,-,59,13
S00106246,115,46,10,6,-,-,-,6,7,-,37,3
S00106247,86,27,13,7,-,-,2,6,-,-,23,8
S00106248,79,25,12,5,1,2,1,8,-,-,21,4
S00106249,63,22,6,3,-,-,-,-,-,-,26,6
S00106250,154,43,30,8,-,-,-,-,-,-,66,7
S00106251,145,22,41,2,-,-,-,11,-,1,53,15
S00106252,59,27,2,1,-,-,-,-,-,-,23,6
S00106253,69,30,12,1,-,-,-,-,-,-,23,3
S00106254,109,25,32,1,-,-,-,4,-,-,45,2
S00106255,106,14,28,10,-,-,-,-,-,1,45,8
S00106256,146,30,17,4,-,-,-,13,-,-,77,5
S00106257,104,19,12,2,-,-,-,2,-,-,66,3
S00106258,123,19,13,4,-,3,-,-,-,-,77,7
S00106259,66,38,1,5,-,-,-,2,-,-,16,4
S00106260,126,14,38,8,-,-,-,13,-,-,51,2
S00106261,65,9,18,8,-,-,-,9,-,-,16,5
S00106262,118,30,8,12,5,-,-,4,-,-,50,9
S00106263,106,27,9,10,1,2,-,-,-,-,54,3
S00106264,101,40,11,3,-,-,-,-,-,-,41,6
S00106265,71,12,10,4,-,3,-,3,-,-,29,10
S00106266,135,25,11,7,2,2,-,6,-,1,74,7
S00106267,100,31,31,3,-,-,-,-,-,-,26,9
S00106268,127,37,18,8,-,-,-,4,-,-,54,6
S00106269,68,23,7,-,-,-,-,-,-,-,34,4
S00106270,73,15,8,5,1,-,-,-,-,-,39,5
S00106271,122,31,12,9,1,-,-,11,-,1,48,9
S00106272,115,36,12,8,-,-,-,6,9,-,37,7
S00106273,84,25,9,3,-,-,-,-,-,-,39,8
S00106274,91,24,5,3,-,-,-,-,-,-,54,5
S00106275,126,53,9,9,-,-,-,6,-,-,46,3
S00106276,101,36,12,6,-,-,-,5,-,-,35,7
S00106277,143,56,24,9,-,4,-,-,-,-,42,8
S00106278,135,49,18,4,-,-,-,6,-,-,51,7
S00106279,97,30,13,4,-,-,2,5,-,-,39,4
S00106280,140,46,23,11,5,-,1,-,-,-,46,8
S00106281,128,53,17,10,-,-,-,4,-,-,31,13
S00106282,96,35,12,8,2,-,-,4,-,-,32,3
S00106283,109,46,4,9,-,-,-,-,-,-,41,9
S00106284,247,70,38,17,1,-,-,-,-,-,72,49
S00106285,85,37,6,2,-,-,1,-,-,-,31,8
S00106286,130,15,18,14,2,-,-,11,-,1,56,13
S00106287,199,81,19,13,1,-,3,11,1,-,58,12
S00106288,101,41,8,8,-,-,-,-,-,-,39,5
S00106289,101,35,6,2,-,-,-,-,-,-,55,3
S00106290,103,31,12,6,-,-,-,4,-,-,31,19
S00106291,101,18,9,7,6,2,-,-,-,-,50,9
S00106292,120,32,21,10,-,-,-,3,-,-,44,10
S00106293,97,34,3,7,1,-,-,6,-,1,37,8
S00106294,108,47,8,4,-,-,-,9,-,1,30,9
S00106295,95,37,22,4,-,-,-,-,-,-,25,7
S00106296,116,39,11,10,-,-,-,2,-,-,36,18
S00106297,78,26,10,4,-,-,-,-,-,-,33,5
S00106298,118,33,15,5,-,2,-,2,-,-,50,11
S00106299,104,25,11,7,1,1,-,7,-,-,46,6
S00106300,58,25,10,-,-,-,-,-,-,-,23,-
S00106301,121,30,18,4,-,-,-,6,-,1,57,5
S00106302,94,18,21,6,-,2,-,5,-,1,38,3
S00106303,109,32,16,5,-,3,-,3,-,-,45,5
S00106304,78,13,11,-,-,-,1,-,-,-,40,13
S00106305,134,36,22,4,-,-,-,1,-,-,55,16
S00106306,149,28,28,7,-,-,-,3,7,-,68,8
S00106307,69,16,8,6,-,-,-,-,-,-,37,2
S00106308,101,25,18,2,-,-,-,-,-,-,54,2
S00106309,90,31,11,2,-,-,-,4,-,-,39,3
S00106310,111,28,15,-,-,-,-,5,-,-,54,9
S00106311,84,21,2,-,-,3,-,-,-,-,49,9
S00106312,95,32,12,3,-,-,-,5,-,-,37,6
S00106313,113,33,22,2,1,-,-,1,4,1,45,4
S00106314,113,22,31,6,-,1,-,3,-,-,42,8
S00106315,159,26,13,14,-,-,-,15,-,-,84,7
S00106316,98,32,13,3,-,-,-,-,-,3,40,7
S00106317,159,50,25,5,3,-,-,12,-,2,50,12
S00106318,133,38,10,11,-,-,-,5,-,-,35,34
S00106319,167,64,17,5,3,-,-,-,-,-,66,12
S00106320,130,44,11,10,-,-,-,9,-,-,43,13
S00106321,55,7,11,-,-,-,-,-,-,-,30,7
S00106322,99,31,8,2,-,-,-,2,-,-,44,12
S00106323,81,31,5,8,-,-,-,5,-,-,24,8
S00106324,104,39,31,3,-,-,-,-,-,-,24,7
S00106325,179,46,15,18,-,-,-,-,-,-,59,41
S00106326,127,23,12,7,1,4,-,12,-,-,54,14
S00106327,108,38,23,-,-,-,-,5,-,1,33,8
S00106328,184,30,29,3,2,-,-,7,-,-,107,6
S00106329,107,25,9,6,-,-,-,-,-,1,47,19
S00106330,63,9,1,6,-,-,-,4,-,-,42,1
S00106331,93,16,4,1,-,-,-,4,3,1,57,7
S00106332,92,17,24,1,-,-,-,3,-,-,46,1
S00106333,65,11,11,1,-,-,-,-,-,-,34,8
S00106334,98,35,7,7,-,5,-,10,-,1,26,7
S00106335,74,14,8,3,-,-,-,8,-,-,31,10
S00106336,76,11,11,8,-,-,-,-,-,2,38,6
S00106337,64,11,14,1,1,-,-,4,-,-,28,5
S00106338,61,3,7,4,-,-,-,-,-,-,38,9
S00106339,78,11,11,-,2,2,-,4,-,-,46,2
S00106340,63,13,7,1,-,-,-,1,-,-,39,2
S00106341,159,39,27,5,1,-,-,7,-,-,77,3
S00106342,97,19,27,5,1,-,-,3,-,2,33,7
S00106343,99,17,28,1,-,-,-,-,-,1,45,7
S00106344,142,22,44,11,-,3,-,-,-,1,57,4
S00106345,177,41,38,6,-,-,-,9,-,-,67,16
S00106346,145,34,27,7,-,-,-,4,-,1,58,14
S00106347,144,41,16,3,-,-,-,8,-,1,62,13
S00106348,137,31,22,14,-,-,-,19,-,-,47,4
S00106349,119,35,22,2,-,-,-,-,-,-,55,5
S00106350,62,22,4,1,-,-,-,6,1,-,27,1
S00106351,108,25,21,-,-,-,-,4,-,-,47,11
S00106352,180,11,31,11,-,4,-,25,6,1,86,5
S00106353,131,23,15,9,-,1,-,-,-,-,75,8
S00106354,140,34,20,1,-,3,-,-,-,-,79,3
S00106355,130,42,22,1,-,-,-,-,-,-,61,4
S00106356,125,27,18,3,-,-,-,-,-,-,71,6
S00106357,106,30,13,7,-,-,1,-,-,-,50,5
S00106358,87,16,12,1,-,-,-,-,-,1,52,5
S00106359,192,21,30,7,-,1,-,9,-,-,114,10
S00106360,108,22,20,2,-,-,-,-,-,-,57,7
S00106361,87,32,11,6,-,-,-,4,-,-,28,6
S00106362,144,19,10,18,-,-,-,3,-,-,86,8
S00106363,57,12,8,3,-,-,-,4,-,-,23,7
S00106364,93,22,20,2,-,4,-,-,-,-,33,12
S00106365,107,22,18,7,-,-,-,8,2,-,38,12
S00106366,88,30,16,5,-,-,-,-,-,-,32,5
S00106367,71,20,11,-,1,-,-,7,-,-,27,5
S00106368,88,18,15,-,-,-,-,-,-,-,40,15
S00106369,82,29,9,2,-,-,-,-,-,-,37,5
S00106370,103,38,18,5,-,-,-,2,-,1,32,7
S00106371,78,35,9,6,-,-,-,-,-,-,22,6
S00106372,91,23,19,2,-,-,-,-,-,1,44,2
S00106373,222,55,31,18,-,-,-,14,-,1,95,8
S00106374,143,33,9,15,-,-,-,12,-,2,65,7
S00106375,117,44,3,5,-,-,-,10,-,-,44,11
S00106376,137,40,9,7,-,-,-,4,-,1,66,10
S00106377,113,32,19,8,-,1,-,5,-,-,38,10
S00106378,98,32,8,7,-,-,1,-,-,-,40,10
S00106379,116,39,3,10,-,-,-,-,-,1,57,6
S00106380,113,38,12,6,1,-,-,-,-,2,42,12
S00106381,95,17,14,4,-,-,-,-,-,1,59,-
S00106382,138,22,16,3,-,-,-,-,-,-,86,11
S00106383,147,46,16,8,1,-,-,-,-,1,70,5
S00106384,62,27,7,1,-,-,-,6,-,-,20,1
S00106385,180,32,25,12,-,-,-,11,-,-,85,15
S00106386,77,7,12,4,-,-,-,5,-,-,46,3
S00106387,162,42,20,2,-,-,-,16,-,-,77,5
S00106388,106,17,7,3,1,-,1,7,-,-,61,9
S00106389,70,11,6,2,-,-,-,-,-,-,41,10
S00106390,130,21,24,9,-,-,-,10,-,-,52,14
S00106391,59,20,13,2,-,-,-,1,-,-,17,6
S00106392,128,24,14,6,-,-,-,1,-,2,70,11
S00106393,81,35,16,1,-,-,-,1,-,-,23,5
S00106394,89,36,14,5,-,-,-,-,-,-,29,5
S00106395,131,22,23,1,-,-,-,3,-,-,76,6
S00106396,78,15,2,4,-,-,-,1,-,-,53,3
S00106397,152,22,17,-,-,-,-,5,3,1,96,8
S00106398,79,17,4,2,-,-,-,-,-,-,41,15
S00106399,109,21,17,9,-,-,-,9,-,-,48,5
S00106400,100,40,28,2,-,-,1,-,-,-,26,3
S00106401,96,22,12,3,-,-,-,9,-,1,40,9
S00106402,99,30,5,10,-,-,-,-,-,-,43,11
S00106403,59,31,4,2,-,1,-,-,-,-,16,5
S00106404,69,27,3,-,-,-,-,-,-,-,38,1
S00106405,78,31,10,2,-,-,-,2,-,-,27,6
S00106406,88,31,17,1,-,-,-,-,-,-,34,5
S00106407,129,43,7,2,1,-,-,3,-,-,67,6
S00106408,129,24,27,4,-,-,-,3,-,-,68,3
S00106409,97,13,16,6,-,-,-,-,-,1,60,1
S00106410,157,25,18,29,-,-,-,5,-,-,76,4
S00106411,52,10,12,-,-,-,-,-,-,-,28,2
S00106412,68,11,7,-,-,-,-,-,-,-,42,8
S00106413,91,15,20,6,-,-,-,-,-,1,48,1
S00106414,105,24,14,3,-,-,-,3,4,-,47,10
S00106415,131,30,16,5,-,-,-,2,-,1,67,10
S00106416,66,10,4,1,-,-,-,-,-,1,50,-
S00106417,69,12,15,5,-,-,-,-,-,1,30,6
S00106418,120,14,22,12,-,-,-,6,-,1,65,-
S00106419,78,16,11,1,-,2,-,-,4,-,43,1
S00106420,149,21,30,4,-,4,-,4,-,1,74,11
S00106421,141,21,28,4,-,-,-,18,-,-,64,6
S00106422,132,23,27,6,-,-,-,12,-,-,59,5
S00106423,147,47,22,10,-,1,-,-,-,-,54,13
S00106424,114,39,15,-,2,-,-,-,-,-,44,14
S00106425,155,25,12,-,-,4,-,8,-,-,95,11
S00106426,127,27,22,9,2,-,-,-,-,-,63,4
S00106427,130,39,26,6,-,1,-,-,-,-,48,10
S00106428,95,15,8,9,-,-,-,4,-,-,57,2
S00106429,149,48,19,6,-,-,-,-,-,-,62,14
S00106430,142,53,10,5,-,-,-,4,-,-,54,16
S00106431,128,32,5,25,1,-,-,2,-,-,55,8
S00106432,142,35,11,4,-,1,-,1,-,-,70,20
S00106433,84,38,5,1,-,-,-,-,-,1,37,2
S00106434,107,33,1,5,-,-,-,-,-,1,61,6
S00106435,109,48,5,11,-,-,-,1,-,-,34,10
S00106436,165,32,9,22,-,-,-,-,-,-,87,15
S00106437,146,62,12,8,-,-,-,-,-,-,48,16
S00106438,151,76,3,8,1,-,-,-,-,1,54,8
S00106439,90,37,7,5,-,-,-,-,3,-,32,6
S00106440,81,10,5,2,1,-,-,5,-,2,51,5
S00106441,141,48,11,1,-,-,1,4,-,-,63,13
S00106442,165,57,15,5,2,-,-,13,-,-,69,4
S00106443,149,57,17,5,-,-,-,-,-,-,55,15
S00106444,144,43,9,2,-,-,-,-,-,1,75,14
S00106445,156,37,22,5,-,-,1,-,-,-,84,7
S00106446,104,38,11,8,-,-,-,-,-,-,41,6
S00106447,87,13,3,1,-,-,-,-,-,-,61,9
S00106448,126,43,6,5,-,-,1,-,-,1,65,5
S00106449,143,30,10,4,-,-,-,-,-,1,94,4
S00106450,123,38,11,14,1,-,-,3,-,-,38,18
S00106451,116,37,11,2,-,-,-,-,-,2,57,7
S00106452,82,29,10,5,-,-,-,-,-,-,33,5
S00106453,131,50,21,4,-,-,-,-,-,-,45,11
S00106454,139,46,24,5,-,-,-,-,-,1,55,8
S00106455,86,44,6,2,-,-,-,-,-,-,32,2
S00106456,101,44,8,-,-,-,-,-,-,1,43,5
S00106457,180,97,11,12,-,-,-,-,-,-,48,12
S00106458,163,77,7,14,-,-,-,-,-,-,62,3
S00106459,99,45,11,2,-,-,-,-,-,-,35,6
S00106460,124,61,7,9,-,-,-,-,-,-,43,4
S00106461,102,46,12,4,-,-,-,-,-,-,34,6
S00106462,64,20,2,3,-,-,-,-,-,-,32,7
S00106463,107,50,12,10,-,-,-,-,-,-,26,9
S00106464,144,39,7,6,-,-,1,-,-,1,78,12
S00106465,95,25,18,4,-,-,-,1,-,-,40,7
S00106466,104,27,7,2,1,-,-,-,-,-,66,1
S00106467,153,56,20,7,-,-,-,-,-,2,61,7
S00106468,54,20,5,3,-,-,-,-,-,-,22,4
S00106469,156,78,14,5,-,-,-,-,-,-,50,9
S00106470,136,45,9,6,1,-,-,-,-,-,64,11
S00106471,121,48,12,9,-,3,-,-,-,-,42,7
S00106472,104,46,10,10,-,-,-,-,-,-,34,4
S00106473,156,76,23,5,-,-,-,-,-,-,48,4
S00106474,178,65,18,2,1,-,-,-,-,-,88,4
S00106475,138,40,27,13,-,-,-,4,-,-,46,8
S00106476,134,41,24,16,-,-,-,-,-,1,47,5
S00106477,157,61,21,4,-,-,-,4,-,-,66,1
S00106478,221,92,33,12,-,-,-,1,-,2,72,9
S00106479,179,62,12,4,-,-,-,-,-,-,83,18
S00106480,130,41,17,2,-,-,-,3,-,-,60,7
S00106481,99,27,14,10,-,-,-,-,-,-,43,5
S00106482,167,68,21,15,-,-,-,-,-,-,49,14
S00106483,92,23,6,4,-,-,1,1,-,1,53,3
S00106484,108,20,7,1,4,-,-,1,-,-,64,11
S00106485,123,41,7,-,4,-,1,-,-,1,64,5
S00106486,123,50,10,4,-,-,-,-,-,-,53,6
S00106487,143,34,16,6,1,-,1,1,-,1,71,12
S00106488,164,61,21,7,2,-,-,8,-,-,52,13
S00106489,164,59,8,12,-,-,-,-,-,-,72,13
S00106490,148,36,15,11,-,-,-,4,-,-,72,10
S00106491,101,20,19,2,-,-,-,-,-,-,50,10
S00106492,103,25,14,3,-,-,1,1,-,-,52,7
S00106493,108,13,16,5,-,-,-,-,-,-,68,6
S00106494,144,56,12,11,-,-,-,-,-,-,55,10
S00106495,124,49,5,4,-,-,-,-,-,2,47,17
S00106496,172,42,25,8,-,1,-,-,-,-,87,9
S00106497,159,55,18,9,-,-,1,-,-,-,65,11
S00106498,152,49,37,5,-,-,-,-,-,-,52,9
S00106499,50,12,2,-,-,-,-,-,-,-,34,2
S00106500,125,41,17,8,-,-,-,-,-,-,48,11
S00106501,152,40,25,16,-,-,-,1,-,-,53,17
S00106502,150,40,12,5,-,-,-,-,-,1,77,15
S00106503,173,50,9,18,2,-,-,-,-,-,73,21
S00106504,124,40,14,3,-,-,-,4,-,-,57,6
S00106505,173,41,12,9,-,-,-,-,-,1,100,10
S00106506,141,67,7,1,-,-,-,-,-,-,59,7
S00106507,121,30,4,17,-,-,-,-,-,1,55,14
S00106508,130,31,7,11,-,-,-,-,-,-,72,9
S00106509,125,37,7,8,1,-,-,1,-,1,59,11
S00106510,128,39,12,6,-,-,-,-,-,-,61,10
S00106511,137,45,21,5,-,-,-,-,-,1,55,10
S00106512,125,40,26,8,-,-,-,-,-,-,43,8
S00106513,105,30,13,6,-,-,-,-,-,4,41,11
S00106514,59,9,11,3,1,-,-,-,-,-,35,-
S00106515,95,12,17,6,-,-,-,11,-,-,42,7
S00106516,88,10,11,5,-,-,-,2,-,2,55,3
S00106517,78,13,13,10,-,1,-,1,-,-,37,3
S00106518,126,28,26,4,-,-,4,1,-,2,56,5
S00106519,88,16,17,1,-,-,-,3,-,1,49,1
S00106520,82,5,6,15,-,-,-,2,-,1,46,7
S00106521,60,18,3,3,2,-,-,5,-,1,16,12
S00106522,67,10,9,6,-,-,-,2,-,-,34,6
S00106523,81,12,18,10,1,-,-,4,-,-,32,4
S00106524,98,32,17,5,-,-,-,2,-,-,37,5
S00106525,117,33,10,10,1,-,-,5,6,-,45,7
S00106526,115,10,32,4,1,5,-,4,2,-,54,3
S00106527,85,10,15,7,-,-,-,1,-,-,42,10
S00106528,133,7,25,8,2,-,-,2,-,1,81,7
S00106529,76,6,14,4,-,6,2,-,-,1,40,3
S00106530,94,6,28,2,-,1,-,-,-,1,50,6
S00106531,101,5,18,12,5,-,1,2,-,-,47,11
S00106532,102,13,12,12,2,1,-,1,5,1,52,3
S00106533,159,29,31,13,1,3,-,6,1,-,66,9
S00106534,92,18,12,2,3,-,-,13,-,-,41,3
S00106535,84,20,13,2,-,-,-,-,-,1,40,8
S00106536,72,8,5,9,1,1,1,-,-,-,42,5
S00106537,53,5,5,1,-,1,-,-,-,1,40,-
S00106538,100,30,16,4,-,-,-,3,-,1,42,4
S00106539,62,12,1,3,-,-,-,-,-,-,41,5
S00106540,89,5,5,8,2,4,1,1,1,-,56,6
S00106541,76,5,13,7,1,3,-,1,-,-,40,6
S00106542,133,15,10,23,4,-,5,3,-,-,57,16
S00106543,110,13,9,4,1,-,-,-,-,-,72,11
S00106544,62,10,4,7,1,-,-,3,-,-,33,4
S00106545,87,11,14,7,3,1,-,8,-,-,35,8
S00106546,60,6,8,6,-,-,-,-,1,-,37,2
S00106547,125,9,7,9,1,1,1,12,-,3,71,11
S00106548,74,9,3,12,-,-,-,-,-,-,47,3
S00106549,124,9,14,7,-,1,1,5,1,1,74,11
S00106550,103,16,25,6,-,-,-,1,-,-,52,3
S00106551,90,33,4,10,-,-,-,-,-,-,39,4
S00106552,92,26,7,12,1,-,3,-,-,1,33,9
S00106553,68,13,9,16,-,-,-,-,-,2,23,5
S00106554,55,6,5,10,-,-,-,2,-,-,24,8
S00106555,94,24,5,10,-,-,-,-,-,-,47,8
S00106556,87,27,4,2,-,-,1,6,-,-,42,5
S00106557,99,28,11,12,-,-,1,-,-,-,44,3
S00106558,97,13,11,10,-,2,-,6,-,-,51,4
S00106559,101,22,11,15,-,-,1,-,-,2,42,8
S00106560,88,20,18,7,-,-,-,-,2,3,32,6
S00106561,109,33,10,10,-,-,-,-,-,-,52,4
S00106562,94,17,12,14,-,-,-,-,-,-,48,3
S00106563,58,13,6,5,1,-,1,-,-,1,27,4
S00106564,84,5,12,6,-,-,1,1,-,-,58,1
S00106565,103,26,15,16,-,-,-,-,-,6,35,5
S00106566,69,33,7,3,-,-,-,-,-,-,26,-
S00106567,79,32,3,6,-,1,-,9,-,-,25,3
S00106568,142,22,10,8,-,-,-,1,-,3,85,13
S00106569,170,64,11,13,-,-,-,4,-,-,66,12
S00106570,97,41,9,11,-,-,-,-,-,-,28,8
S00106571,69,29,5,1,2,-,-,-,-,-,26,6
S00106572,99,10,14,8,-,4,-,-,-,-,56,7
S00106573,138,23,21,10,2,-,-,-,-,1,75,6
S00106574,100,13,11,5,-,-,-,1,-,2,64,4
S00106575,70,18,8,4,-,-,-,1,-,-,35,4
S00106576,51,11,6,3,-,-,-,-,-,-,30,1
S00106577,69,6,6,10,-,6,-,-,5,-,29,7
S00106578,69,12,8,5,-,-,-,1,-,-,40,3
S00106579,60,7,9,5,-,6,-,1,-,-,29,3
S00106580,134,24,14,7,-,-,-,-,-,2,79,8
S00106581,86,16,18,8,-,-,-,6,-,2,35,1
S00106582,60,16,15,-,-,-,-,-,-,-,26,3
S00106583,117,24,21,21,-,-,-,-,-,-,41,10
S00106584,135,23,16,9,1,5,-,10,-,-,65,6
S00106585,119,18,20,17,1,1,-,16,-,-,42,4
S00106586,100,29,11,4,-,-,-,-,-,-,51,5
S00106587,85,21,16,2,-,1,-,1,-,-,34,10
S00106588,80,30,6,10,-,-,-,-,-,1,29,4
S00106589,102,26,5,3,-,5,-,-,-,-,63,-
S00106590,106,28,11,5,-,-,-,4,-,3,45,10
S00106591,121,16,15,5,-,-,-,4,-,-,74,7
S00106592,52,13,2,2,1,-,-,-,-,-,34,-
S00106593,85,29,5,9,-,-,-,-,-,-,41,1
S00106594,121,46,7,6,-,-,-,-,-,-,48,14
S00106595,61,7,3,12,-,-,-,-,-,-,28,11
S00106596,91,31,13,3,-,-,-,-,-,-,37,7
S00106597,93,45,7,4,-,-,-,-,-,-,21,16
S00106598,54,23,1,-,-,-,-,-,-,-,28,2
S00106599,72,41,7,10,-,-,-,-,-,-,5,9
S00106600,85,35,6,5,-,-,-,6,-,-,33,-
S00106601,80,14,7,9,-,-,-,6,-,-,42,2
S00106602,57,11,7,15,2,-,-,1,-,-,18,3
S00106603,90,40,3,5,-,-,-,3,-,-,34,5
S00106604,69,26,5,-,-,-,-,-,-,-,36,2
S00106605,79,13,12,21,-,-,-,13,-,-,19,1
S00106606,130,57,16,5,-,1,-,-,-,-,39,12
S00106607,56,33,-,3,-,-,-,-,-,-,14,6
S00106608,70,40,2,5,-,2,-,-,-,-,20,1
S00106609,66,18,21,5,-,-,-,-,-,-,10,12
S00106610,151,53,12,19,-,8,-,-,-,-,57,2
S00106611,173,50,15,7,1,1,-,3,-,-,88,8
S00106612,74,23,4,-,-,-,-,6,-,-,37,4
S00106613,107,20,16,4,1,-,-,5,-,-,54,7
S00106614,70,10,8,4,-,-,-,5,-,-,37,6
S00106615,140,35,9,11,-,-,-,18,-,1,64,2
S00106616,60,20,9,-,-,-,-,2,-,-,24,5
S00106617,50,31,9,4,-,-,-,-,-,-,6,-
S00106618,105,43,10,6,-,-,-,4,-,-,35,7
S00106619,127,17,28,6,-,-,-,8,-,1,60,7
S00106620,157,30,22,4,-,3,-,16,-,1,69,12
S00106621,104,39,14,14,-,-,-,-,-,-,30,7
S00106622,94,41,4,7,4,-,-,-,-,-,30,8
S00106623,119,27,6,4,-,-,-,5,-,-,64,13
S00106624,99,33,11,5,-,-,-,1,-,-,43,6
S00106625,65,23,5,4,-,-,-,-,-,-,30,3
S00106626,125,34,10,12,-,-,-,2,-,-,55,12
S00106627,55,35,1,2,-,-,-,-,-,-,16,1
S00106628,82,3,19,5,-,3,-,-,-,1,45,6
S00106629,105,36,11,3,-,-,1,-,-,-,43,11
S00106630,56,13,6,1,-,-,1,-,-,-,30,5
S00106631,157,37,18,7,-,-,-,1,-,2,74,18
S00106632,93,29,7,4,-,-,-,-,-,-,51,2
S00106633,105,12,12,5,1,-,-,-,-,-,71,4
S00106634,76,28,6,4,-,3,-,1,-,-,29,5
S00106635,106,23,22,9,-,-,-,6,-,-,41,5
S00106636,68,20,8,3,-,3,-,-,-,-,30,4
S00106637,144,34,17,7,1,-,-,23,-,1,50,11
S00106638,65,13,-,1,2,-,-,-,-,-,42,7
S00106639,100,19,7,2,-,-,-,6,-,1,60,5
S00106640,92,12,14,9,1,-,-,16,-,1,29,10
S00106641,93,11,18,-,1,-,-,10,-,-,44,9
S00106642,145,23,8,9,5,-,-,34,-,1,59,6
