oa_code,All occupied household spaces,No central heating,Gas central heating,Electric (including storage heaters) central heating,Oil central heating,Solid fuel (for example wood coal) central heating,Other central heating,Two or more types of central heating
S00117110,31,1,30,0,0,0,0,0
S00117111,49,2,42,3,0,0,0,2
S00117112,84,0,77,4,0,0,0,3
S00117113,58,1,53,2,0,0,0,2
S00117114,45,1,40,2,0,0,0,2
S00117115,54,1,48,2,0,0,1,2
S00117116,75,2,68,4,0,0,0,1
S00117117,23,0,23,0,0,0,0,0
S00117118,66,1,59,5,0,0,0,1
S00117119,65,0,56,2,0,0,0,7
S00117120,59,3,42,8,0,0,0,6
S00117121,53,0,47,2,0,0,0,4
S00117122,42,3,35,2,0,0,0,2
S00117123,56,2,51,1,0,0,0,2
S00117124,47,7,36,3,0,0,0,1
S00117125,69,12,23,33,0,0,0,1
S00117126,44,0,37,4,0,0,0,3
S00117127,50,7,36,4,0,0,0,3
S00117128,65,4,34,23,0,0,1,3
S00117129,42,2,21,1,14,1,1,2
S00117130,61,3,45,1,10,0,0,2
S00117131,53,2,49,2,0,0,0,0
S00117132,44,4,35,2,0,0,1,2
S00117133,40,3,36,1,0,0,0,0
S00117134,61,0,54,4,0,0,1,2
S00117135,36,3,30,3,0,0,0,0
S00117136,61,1,58,1,0,0,0,1
S00117137,48,1,44,2,0,0,0,1
S00117138,77,1,69,4,0,0,2,1
S00117139,43,1,35,4,0,0,1,2
S00117140,63,3,56,2,0,0,0,2
S00117141,54,2,46,2,0,0,2,2
S00117142,50,4,40,1,0,0,1,4
S00117143,40,1,37,0,0,0,1,1
S00117144,32,0,7,25,0,0,0,0
S00117145,48,2,20,26,0,0,0,0
S00117146,37,0,33,2,0,0,0,2
S00117147,68,3,54,6,0,0,0,5
S00117148,48,1,44,0,0,0,0,3
S00117149,57,1,49,2,0,0,2,3
S00117150,60,0,55,1,0,0,0,4
S00117151,33,0,31,1,0,0,0,1
S00117152,45,0,41,3,0,0,0,1
S00117153,72,4,54,5,0,0,1,8
S00117154,64,0,59,2,0,0,1,2
S00117155,40,0,37,2,0,0,0,1
S00117156,53,2,32,17,0,0,0,2
S00117157,49,0,44,5,0,0,0,0
S00117158,39,1,18,20,0,0,0,0
S00117159,64,1,60,1,0,0,0,2
S00117160,48,1,42,2,0,0,1,2
S00117161,43,0,40,3,0,0,0,0
S00117162,52,0,50,2,0,0,0,0
S00117163,44,1,32,11,0,0,0,0
S00117164,43,4,22,16,0,0,0,1
S00117165,41,0,39,2,0,0,0,0
S00117166,55,2,48,3,0,0,0,2
S00117167,31,0,31,0,0,0,0,0
S00117168,28,0,24,3,0,0,0,1
S00117169,63,2,1,59,0,0,1,0
S00117170,63,0,2,60,0,0,0,1
S00117171,46,2,40,2,1,0,0,1
S00117172,45,1,41,1,0,0,0,2
S00117173,46,4,3,39,0,0,0,0
S00117174,32,1,4,26,0,0,0,1
S00117175,62,0,60,1,0,0,0,1
S00117176,32,0,31,0,0,0,0,1
S00117177,44,0,40,1,0,0,1,2
S00117178,42,0,40,1,0,0,0,1
S00117179,62,0,61,0,0,0,0,1
S00117180,50,3,38,1,7,0,0,1
S00117181,51,0,50,1,0,0,0,0
S00117182,49,0,45,1,2,1,0,0
S00117183,53,1,49,1,0,0,0,2
S00117184,49,0,47,1,1,0,0,0
S00117185,48,0,44,1,0,0,0,3
S00117186,26,0,25,0,0,0,0,1
S00117187,44,0,38,4,0,0,0,2
S00117188,51,2,39,10,0,0,0,0
S00117189,79,1,58,19,0,0,1,0
S00117190,40,0,40,0,0,0,0,0
S00117191,63,1,62,0,0,0,0,0
S00117192,50,3,35,11,0,0,0,1
S00117193,49,4,25,16,1,0,2,1
S00117194,32,1,31,0,0,0,0,0
S00117195,37,0,35,1,0,0,0,1
S00117196,49,0,44,3,0,0,1,1
S00117197,69,0,66,0,0,0,0,3
S00117198,30,1,28,0,0,0,1,0
S00117199,48,0,46,0,0,0,1,1
S00117200,51,0,45,5,0,0,0,1
S00117201,41,3,27,7,0,0,0,4
S00117202,26,1,24,0,0,0,0,1
S00117203,33,0,28,2,0,0,0,3
S00117204,32,0,25,5,0,0,0,2
S00117205,60,2,54,1,0,0,0,3
S00117206,38,0,34,0,0,0,0,4
S00117207,54,1,50,3,0,0,0,0
S00117208,47,1,39,4,0,0,1,2
S00117209,36,2,30,3,0,0,0,1
S00117210,57,9,40,4,0,0,1,3
S00117211,46,1,42,0,0,0,0,3
S00117212,56,0,54,1,0,0,0,1
S00117213,49,0,39,6,0,0,0,4
S00117214,31,0,23,7,0,0,0,1
S00117215,41,0,35,4,0,0,0,2
S00117216,52,6,7,39,0,0,0,0
S00117217,42,6,15,21,0,0,0,0
S00117218,35,1,32,2,0,0,0,0
S00117219,40,2,33,1,0,0,0,4
S00117220,52,0,50,0,0,0,0,2
S00117221,43,0,40,2,0,0,0,1
S00117222,47,2,34,5,0,0,0,6
S00117223,49,11,21,15,1,0,0,1
S00117224,53,4,34,14,0,0,0,1
S00117225,27,0,23,1,0,0,0,3
S00117226,52,3,39,7,0,0,0,3
S00117227,60,1,47,10,0,0,0,2
S00117228,73,0,67,2,0,0,0,4
S00117229,36,0,9,27,0,0,0,0
S00117230,55,1,33,21,0,0,0,0
S00117231,53,3,47,2,0,0,0,1
S00117232,74,14,26,34,0,0,0,0
S00117233,53,7,31,10,0,0,0,5
S00117234,69,0,65,3,0,0,0,1
S00117235,47,2,38,5,0,0,0,2
S00117236,72,12,41,16,0,0,0,3
S00117237,42,10,15,17,0,0,0,0
S00117238,59,9,31,18,0,0,0,1
S00117239,38,0,33,3,0,0,0,2
S00117240,76,1,32,40,0,0,1,2
S00117241,42,5,33,4,0,0,0,0
S00117242,47,0,41,2,0,0,0,4
S00117243,44,1,3,40,0,0,0,0
S00117244,59,3,3,52,0,0,1,0
S00117245,50,2,3,44,0,0,1,0
S00117246,31,0,3,28,0,0,0,0
S00117247,36,1,28,2,1,0,0,4
S00117248,44,1,39,3,0,0,0,1
S00117249,55,0,50,0,0,0,1,4
S00117250,38,0,33,2,0,0,0,3
S00117251,64,1,22,39,0,0,0,2
S00117252,31,1,25,2,0,0,1,2
S00117253,39,0,37,1,0,0,0,1
S00117254,68,0,61,3,0,0,0,4
S00117255,33,3,22,2,0,0,0,6
S00117256,34,7,21,4,0,0,1,1
S00117257,55,2,48,2,0,0,0,3
S00117258,40,4,13,19,0,0,0,4
S00117259,47,7,19,21,0,0,0,0
S00117260,77,6,68,2,0,0,0,1
S00117261,35,1,26,6,0,0,0,2
S00117262,51,0,46,4,0,0,0,1
S00117263,76,0,67,2,0,0,0,7
S00117264,76,2,72,1,0,0,1,0
S00117265,49,2,46,0,0,0,0,1
S00117266,43,0,39,2,0,0,1,1
S00117267,47,2,37,4,0,0,1,3
S00117268,44,1,36,4,0,0,1,2
S00117269,75,4,23,46,0,0,0,2
S00117270,27,0,25,1,1,0,0,0
S00117271,39,2,32,3,0,0,0,2
S00117272,48,5,41,1,0,0,0,1
S00117273,39,1,33,1,0,0,0,4
S00117274,53,8,43,2,0,0,0,0
S00117275,27,1,25,1,0,0,0,0
S00117276,38,3,19,12,0,0,0,4
S00117277,30,5,24,1,0,0,0,0
S00117278,45,0,41,1,1,0,0,2
S00117279,38,2,32,4,0,0,0,0
S00117280,36,0,25,10,0,0,0,1
S00117281,55,0,50,4,0,0,0,1
S00117282,78,2,35,41,0,0,0,0
S00117283,47,0,44,2,0,0,0,1
S00117284,56,1,54,1,0,0,0,0
S00117285,55,3,24,28,0,0,0,0
S00117286,47,5,33,7,0,0,0,2
S00117287,30,6,3,21,0,0,0,0
S00117288,60,3,1,56,0,0,0,0
S00117289,63,8,44,7,0,0,0,4
S00117290,45,2,13,29,0,0,0,1
S00117291,33,1,27,1,0,0,0,4
S00117292,62,4,48,5,1,0,1,3
S00117293,28,0,27,0,1,0,0,0
S00117294,60,1,56,1,0,0,1,1
S00117295,37,4,27,4,0,0,1,1
S00117296,73,17,47,6,0,0,2,1
S00117297,44,2,40,1,0,0,0,1
S00117298,49,1,48,0,0,0,0,0
S00117299,30,0,27,1,0,0,0,2
S00117300,64,4,56,0,0,0,1,3
S00117301,94,4,78,11,0,0,1,0
S00117302,25,1,19,3,0,0,0,2
S00117303,90,7,68,10,0,0,0,5
S00117304,71,2,66,2,0,0,0,1
S00117305,36,1,31,2,0,0,0,2
S00117306,42,5,36,1,0,0,0,0
S00117307,27,0,24,1,0,0,2,0
S00117308,64,0,63,1,0,0,0,0
S00117309,40,1,7,31,0,0,0,1
S00117310,45,13,28,3,0,0,1,0
S00117311,51,5,3,43,0,0,0,0
S00117312,97,7,30,59,0,0,0,1
S00117313,68,1,55,11,0,0,0,1
S00117314,24,0,19,3,0,0,0,2
S00117315,51,3,33,10,0,0,0,5
S00117316,32,1,19,12,0,0,0,0
S00117317,89,7,4,77,0,0,1,0
S00117318,39,0,36,0,0,0,0,3
S00117319,43,1,38,3,0,0,0,1
S00117320,40,0,32,4,0,0,0,4
S00117321,65,0,52,7,0,0,0,6
S00117322,33,0,29,1,0,0,0,3
S00117323,59,0,49,2,0,0,0,8
S00117324,29,0,27,1,0,0,0,1
S00117325,67,2,60,4,0,0,1,0
S00117326,61,2,25,32,0,0,0,2
S00117327,33,1,30,1,0,0,0,1
S00117328,37,2,29,6,0,0,0,0
S00117329,47,1,44,1,0,0,0,1
S00117330,86,7,26,53,0,0,0,0
S00117331,61,5,2,54,0,0,0,0
S00117332,53,2,9,42,0,0,0,0
S00117333,67,3,10,53,0,0,0,1
S00117334,65,0,59,3,0,0,0,3
S00117335,51,2,3,45,0,0,0,1
S00117336,78,6,12,60,0,0,0,0
S00117337,58,7,4,47,0,0,0,0
S00117338,27,0,24,1,0,0,0,2
S00117339,48,1,46,0,0,0,0,1
S00117340,29,4,4,20,0,0,0,1
S00117341,61,8,7,45,0,0,0,1
S00117342,81,4,2,75,0,0,0,0
S00117343,53,0,38,13,0,0,0,2
S00117344,45,0,42,3,0,0,0,0
S00117345,63,5,4,53,0,0,1,0
S00117346,46,0,43,3,0,0,0,0
S00117347,41,0,40,1,0,0,0,0
S00117348,37,1,36,0,0,0,0,0
S00117349,54,1,51,2,0,0,0,0
S00117350,48,1,3,44,0,0,0,0
S00117351,62,0,57,2,0,0,2,1
S00117352,70,1,33,36,0,0,0,0
S00117353,42,4,33,4,0,0,0,1
S00117354,36,0,36,0,0,0,0,0
S00117355,51,0,49,1,0,0,0,1
S00117356,85,5,68,11,0,0,0,1
S00117357,59,7,25,27,0,0,0,0
S00117358,78,1,53,24,0,0,0,0
S00117359,72,1,67,1,0,0,1,2
S00117360,41,0,39,2,0,0,0,0
S00117361,46,2,32,11,0,0,0,1
S00117362,32,3,26,3,0,0,0,0
S00117363,51,9,33,8,0,0,0,1
S00117364,88,6,71,11,0,0,0,0
S00117365,53,1,48,3,0,0,0,1
S00117366,39,6,30,2,0,0,0,1
S00117367,66,0,62,4,0,0,0,0
S00117368,32,0,30,1,0,0,0,1
S00117369,47,3,41,1,0,0,0,2
S00117370,37,0,33,3,0,0,0,1
S00117371,28,0,27,1,0,0,0,0
S00117372,54,1,49,2,0,0,0,2
S00117373,72,0,68,3,0,0,0,1
S00117374,24,0,22,0,0,0,0,2
S00117375,26,1,24,1,0,0,0,0
S00117376,56,0,53,1,1,0,0,1
S00117377,52,2,49,0,0,0,0,1
S00117378,27,0,23,2,1,0,0,1
S00117379,61,1,54,2,0,0,0,4
S00117380,85,1,81,1,0,0,0,2
S00117381,75,1,65,7,0,0,0,2
S00117382,38,0,32,4,0,0,0,2
S00117383,59,1,47,6,0,0,2,3
S00117384,23,0,22,1,0,0,0,0
S00117385,41,1,33,3,0,0,0,4
S00117386,57,0,56,0,0,0,0,1
S00117387,55,0,53,2,0,0,0,0
S00117388,42,0,41,0,0,0,0,1
S00117389,37,0,33,4,0,0,0,0
S00117390,56,0,52,3,0,0,0,1
S00117391,29,0,27,2,0,0,0,0
S00117392,66,0,64,1,0,0,0,1
S00117393,32,0,31,1,0,0,0,0
S00117394,52,0,50,0,0,0,1,1
S00117395,46,0,40,5,0,0,0,1
S00117396,52,0,45,4,0,0,0,3
S00117397,68,2,61,4,0,0,0,1
S00117398,36,0,32,2,0,0,0,2
S00117399,35,1,29,0,1,0,0,4
S00117400,66,1,55,8,0,0,1,1
S00117401,45,0,41,2,0,0,0,2
S00117402,71,0,61,6,0,0,1,3
S00117403,48,0,43,2,0,0,1,2
S00117404,32,0,30,0,0,0,0,2
S00117405,50,0,47,2,0,0,0,1
S00117406,41,1,37,2,0,0,0,1
S00117407,52,0,52,0,0,0,0,0
S00117408,28,2,22,3,0,0,0,1
S00117409,52,3,46,3,0,0,0,0
S00117410,35,6,25,3,0,0,1,0
S00117411,75,2,61,9,0,0,0,3
S00117412,53,0,48,2,0,1,0,2
S00117413,47,2,43,1,0,0,0,1
S00117414,48,1,44,2,0,0,0,1
S00117415,55,0,52,0,0,0,1,2
S00117416,71,0,67,0,0,0,0,4
S00117417,43,0,40,0,0,0,0,3
S00117418,74,0,70,2,0,0,1,1
S00117419,29,0,28,1,0,0,0,0
S00117420,50,0,47,3,0,0,0,0
S00117421,40,0,5,35,0,0,0,0
S00117422,50,3,14,33,0,0,0,0
S00117423,42,1,4,37,0,0,0,0
S00117424,45,0,0,44,0,0,1,0
S00117425,77,2,2,72,0,0,1,0
S00117426,65,2,53,8,0,0,0,2
S00117427,43,2,4,37,0,0,0,0
S00117428,40,0,2,38,0,0,0,0
S00117429,43,2,4,37,0,0,0,0
S00117430,100,6,49,37,0,0,1,7
S00117431,44,2,33,9,0,0,0,0
S00117432,67,0,59,2,0,0,2,4
S00117433,72,4,16,49,0,0,2,1
S00117434,37,2,31,4,0,0,0,0
S00117435,58,0,50,3,0,0,0,5
S00117436,59,3,8,48,0,0,0,0
S00117437,104,7,31,58,0,0,0,8
S00117438,63,2,54,2,0,0,0,5
S00117439,73,8,26,37,0,0,1,1
S00117440,76,0,65,5,0,0,0,6
S00117441,55,3,48,1,0,0,0,3
S00117442,69,1,42,23,1,0,2,0
S00117443,29,0,27,1,0,0,0,1
S00117444,65,0,53,6,1,0,1,4
S00117445,47,1,45,0,0,0,0,1
S00117446,49,1,44,2,0,0,0,2
S00117447,37,0,33,2,0,0,0,2
S00117448,69,4,52,10,0,0,0,3
S00117449,45,5,37,2,0,0,1,0
S00117450,38,1,35,0,0,0,0,2
S00117451,47,1,45,1,0,0,0,0
S00117452,27,0,26,1,0,0,0,0
S00117453,56,1,48,5,0,0,0,2
S00117454,52,0,48,4,0,0,0,0
S00117455,31,3,24,4,0,0,0,0
S00117456,63,1,59,3,0,0,0,0
S00117457,31,2,27,1,0,0,0,1
S00117458,55,0,53,0,0,0,0,2
S00117459,49,0,44,2,0,0,0,3
S00117460,36,2,33,1,0,0,0,0
S00117461,31,0,28,3,0,0,0,0
S00117462,60,2,4,54,0,0,0,0
S00117463,36,1,35,0,0,0,0,0
S00117464,51,1,47,1,0,0,0,2
S00117465,62,0,2,60,0,0,0,0
S00117466,33,0,31,2,0,0,0,0
S00117467,71,3,56,11,0,0,1,0
S00117468,44,0,41,1,1,0,0,1
S00117469,49,2,41,6,0,0,0,0
S00117470,66,3,40,21,0,0,0,2
S00117471,32,0,28,4,0,0,0,0
S00117472,51,0,45,6,0,0,0,0
S00117473,42,1,40,1,0,0,0,0
S00117474,48,0,48,0,0,0,0,0
S00117475,38,2,34,1,0,0,0,1
S00117476,51,4,32,11,0,0,0,4
S00117477,44,3,29,10,0,0,1,1
S00117478,34,0,34,0,0,0,0,0
S00117479,28,1,27,0,0,0,0,0
S00117480,55,3,48,2,0,0,0,2
S00117481,37,2,34,1,0,0,0,0
S00117482,46,0,45,0,0,0,1,0
S00117483,70,0,68,2,0,0,0,0
S00117484,71,0,55,9,0,0,0,7
S00117485,36,1,31,3,0,0,1,0
S00117486,49,0,44,2,0,0,0,3
S00117487,42,0,41,0,0,0,0,1
S00117488,81,0,67,10,0,0,0,4
S00117489,48,0,45,1,0,0,0,2
S00117490,28,1,26,0,0,0,0,1
S00117491,40,0,37,0,0,0,1,2
S00117492,56,0,55,1,0,0,0,0
S00117493,68,1,55,11,0,0,0,1
S00117494,53,0,50,0,0,0,0,3
S00117495,25,0,23,1,0,0,0,1
S00117496,47,1,45,0,0,0,0,1
S00117497,48,0,47,1,0,0,0,0
S00117498,76,0,60,12,1,0,3,0
S00117499,60,3,3,52,0,1,1,0
S00117500,55,1,53,0,0,0,1,0
S00117501,56,3,4,49,0,0,0,0
S00117502,53,0,52,0,0,0,0,1
S00117503,47,2,44,1,0,0,0,0
S00117504,52,0,44,6,0,0,0,2
S00117505,61,2,17,42,0,0,0,0
S00117506,46,0,45,0,0,0,0,1
S00117507,61,0,57,3,0,0,0,1
S00117508,71,1,68,1,0,0,0,1
S00117509,37,0,36,0,0,0,1,0
S00117510,56,0,55,1,0,0,0,0
S00117511,77,0,75,1,0,0,0,1
S00117512,39,0,38,1,0,0,0,0
S00117513,42,0,39,1,0,0,0,2
S00117514,20,0,18,1,0,0,0,1
S00117515,48,0,44,1,0,0,0,3
S00117516,63,0,63,0,0,0,0,0
S00117517,99,0,94,2,0,0,1,2
S00117518,53,1,49,2,0,0,0,1
S00117519,65,0,63,0,0,0,0,2
S00117520,58,0,58,0,0,0,0,0
S00117521,46,0,45,0,0,0,0,1
S00117522,51,0,50,0,0,0,0,1
S00117523,47,0,45,2,0,0,0,0
S00117524,66,1,58,3,0,0,0,4
S00117525,38,0,2,36,0,0,0,0
S00117526,66,2,54,9,0,0,0,1
S00117527,44,17,23,4,0,0,0,0
S00117528,35,2,32,1,0,0,0,0
S00117529,47,0,45,0,0,0,0,2
S00117530,67,0,64,0,0,0,2,1
S00117531,61,0,61,0,0,0,0,0
S00117532,31,0,31,0,0,0,0,0
S00117533,54,0,52,1,0,0,0,1
S00117534,31,0,31,0,0,0,0,0
S00117535,37,0,36,1,0,0,0,0
S00117536,41,0,41,0,0,0,0,0
S00117537,35,0,30,5,0,0,0,0
S00117538,46,1,39,4,0,0,0,2
S00117539,31,0,30,1,0,0,0,0
S00117540,56,1,51,3,0,0,1,0
S00117541,34,0,33,0,0,0,1,0
S00117542,51,1,46,2,0,0,0,2
S00117543,49,0,47,1,0,0,0,1
S00117544,101,2,69,29,0,0,0,1
S00117545,31,1,6,24,0,0,0,0
S00117546,54,6,41,4,0,0,0,3
S00117547,55,1,46,4,0,0,0,4
S00117548,30,0,28,1,0,0,0,1
S00117549,70,0,65,1,0,0,1,3
S00117550,56,0,52,2,0,0,0,2
S00117551,57,0,50,2,0,0,0,5
S00117552,53,1,37,10,0,0,0,5
S00117553,56,4,4,47,0,0,0,1
S00117554,76,4,34,36,0,0,0,2
S00117555,60,0,58,0,0,0,0,2
S00117556,51,0,48,3,0,0,0,0
S00117557,49,1,41,3,0,0,0,4
S00117558,57,1,53,1,0,0,0,2
S00117559,30,0,26,2,0,0,1,1
S00117560,40,1,32,5,0,0,2,0
S00117561,31,6,11,13,0,0,0,1
S00117562,44,3,8,33,0,0,0,0
S00117563,46,5,36,1,0,0,0,4
S00117564,79,14,26,39,0,0,0,0
S00117565,54,0,52,1,0,0,0,1
S00117566,46,0,44,0,0,0,0,2
S00117567,66,4,58,3,0,0,0,1
S00117568,38,0,35,1,0,0,0,2
S00117569,70,1,66,3,0,0,0,0
S00117570,53,1,49,2,0,0,0,1
S00117571,45,0,42,0,0,0,0,3
S00117572,30,0,27,2,0,0,0,1
S00117573,33,0,32,1,0,0,0,0
S00117574,54,1,50,0,0,0,0,3
S00117575,75,0,68,2,0,0,1,4
S00117576,28,0,26,0,0,0,0,2
S00117577,61,1,43,14,2,0,1,0
S00117578,42,0,41,0,0,0,0,1
S00117579,32,0,32,0,0,0,0,0
S00117580,43,0,41,0,0,0,0,2
S00117581,63,0,63,0,0,0,0,0
S00117582,52,0,50,1,0,0,0,1
S00117583,49,0,49,0,0,0,0,0
S00117584,52,0,51,0,0,0,1,0
S00117585,45,0,45,0,0,0,0,0
S00117586,32,0,32,0,0,0,0,0
S00117587,30,7,16,5,0,0,1,1
S00117588,67,6,52,6,0,0,0,3
S00117589,64,1,55,2,0,0,0,6
S00117590,37,2,32,2,0,0,0,1
S00117591,33,1,32,0,0,0,0,0
S00117592,24,1,22,1,0,0,0,0
S00117593,47,0,42,0,0,0,0,5
S00117594,35,1,33,1,0,0,0,0
S00117595,44,1,38,3,0,0,0,2
S00117596,62,0,53,3,0,0,0,6
S00117597,63,0,58,4,0,0,0,1
S00117598,41,1,35,3,0,0,0,2
S00117599,74,0,67,2,0,0,0,5
S00117600,70,2,66,1,0,0,0,1
S00117601,46,0,45,1,0,0,0,0
S00117602,44,4,37,3,0,0,0,0
S00117603,91,4,16,69,0,0,2,0
S00117604,62,0,31,23,0,0,7,1
S00117605,46,0,43,1,0,0,1,1
S00117606,56,0,36,19,0,0,0,1
S00117607,87,1,79,5,0,0,0,2
S00117608,58,5,17,36,0,0,0,0
S00117609,71,2,64,5,0,0,0,0
S00117610,75,0,5,70,0,0,0,0
S00117611,52,6,9,37,0,0,0,0
S00117612,53,0,47,3,0,0,1,2
S00117613,55,10,5,39,0,0,0,1
S00117614,34,3,28,2,0,0,0,1
S00117615,64,1,58,3,0,0,2,0
S00117616,108,1,102,4,0,0,0,1
S00117617,53,0,49,1,0,0,2,1
S00117618,45,0,43,1,0,0,0,1
S00117619,51,1,47,2,0,0,1,0
S00117620,23,1,22,0,0,0,0,0
S00117621,22,0,22,0,0,0,0,0
S00117622,59,1,55,3,0,0,0,0
S00117623,61,0,58,2,0,0,0,1
S00117624,76,2,66,7,0,0,0,1
S00117625,49,1,48,0,0,0,0,0
S00117626,65,2,55,7,0,0,0,1
S00117627,38,1,10,27,0,0,0,0
S00117628,98,3,81,11,0,0,1,2
S00117629,49,4,20,25,0,0,0,0
S00117630,36,2,28,4,0,0,0,2
S00117631,45,2,39,1,0,0,1,2
S00117632,64,0,58,4,0,0,0,2
S00117633,65,0,62,3,0,0,0,0
S00117634,50,1,40,8,0,0,0,1
S00117635,62,5,43,14,0,0,0,0
S00117636,56,1,7,46,0,0,0,2
S00117637,66,3,4,12,29,9,0,9
S00117638,72,2,5,10,42,2,3,8
S00117639,37,3,1,14,13,2,1,3
S00117640,37,0,1,5,28,0,0,3
S00117641,41,1,0,10,25,0,3,2
S00117642,23,2,8,3,0,4,4,2
S00117643,32,0,15,2,2,5,5,3
S00117644,44,1,0,36,2,0,4,1
S00117645,59,0,8,10,1,20,20,0
S00117646,53,2,0,46,1,0,2,2
S00117647,48,1,8,2,0,17,18,2
S00117648,44,1,1,13,22,4,0,3
S00117649,42,1,2,19,9,4,0,7
S00117650,44,4,2,11,23,1,1,2
S00117651,59,3,3,15,25,5,2,6
S00117652,77,5,2,27,27,2,5,9
S00117653,70,3,0,33,23,4,0,7
S00117654,70,3,3,17,34,1,4,8
S00117655,40,3,0,5,26,3,0,3
S00117656,53,6,3,14,23,1,0,6
S00117657,37,5,1,7,17,1,2,4
S00117658,47,5,1,8,23,2,3,5
S00117659,47,8,2,6,24,1,0,6
S00117660,77,2,3,11,53,2,1,5
S00117661,59,3,5,21,18,5,0,7
S00117662,67,3,1,10,36,6,2,9
S00117663,52,5,0,2,36,3,0,6
S00117664,35,3,2,5,25,0,0,0
S00117665,72,4,3,7,43,4,3,8
S00117666,49,2,3,7,28,4,0,5
S00117667,54,1,2,13,23,5,1,9
S00117668,68,6,0,16,34,3,0,9
S00117669,54,0,10,8,28,5,0,3
S00117670,30,2,3,1,12,5,4,3
S00117671,70,2,8,11,40,5,2,2
S00117672,69,2,11,15,36,4,0,1
S00117673,57,3,6,12,28,3,3,2
S00117674,75,0,3,12,25,33,0,2
S00117675,70,1,6,7,36,16,1,3
S00117676,76,3,4,9,46,10,2,2
S00117677,58,2,4,6,34,5,2,5
S00117678,62,3,6,7,30,10,1,5
S00117679,46,1,1,2,32,5,3,2
S00117680,45,1,4,5,28,2,0,5
S00117681,53,1,5,15,20,11,1,0
S00117682,44,1,4,8,18,12,0,1
S00117683,48,0,1,13,20,11,1,2
S00117684,64,4,7,1,36,4,4,8
S00117685,60,2,2,9,38,7,1,1
S00117686,34,0,4,1,28,0,0,1
S00117687,53,4,8,3,32,4,0,2
S00117688,51,0,3,12,14,21,0,1
S00117689,57,2,2,4,35,8,5,1
S00117690,48,2,1,8,31,1,1,4
S00117691,33,0,3,3,20,1,3,3
S00117692,50,0,25,2,13,8,0,2
S00117693,48,1,0,5,29,11,2,0
S00117694,35,1,2,5,12,7,0,8
S00117695,46,0,1,6,23,15,0,1
S00117696,52,0,1,9,11,27,2,2
S00117697,54,3,5,17,11,16,0,2
S00117698,71,2,7,5,48,4,0,5
S00117699,54,2,7,6,31,6,0,2
S00117700,36,3,0,3,20,5,1,4
S00117701,43,2,2,9,23,3,0,4
S00117702,65,0,5,5,29,17,3,6
S00117703,68,5,4,4,34,14,1,6
S00117704,74,2,2,15,28,15,2,10
S00117705,55,0,7,6,22,13,1,6
S00117706,27,1,2,1,14,3,0,6
S00117707,57,1,6,2,29,6,1,12
S00117708,72,4,8,7,39,10,1,3
S00117709,66,3,5,3,42,7,5,1
S00117710,73,4,5,3,48,4,2,7
S00117711,68,1,7,10,40,5,1,4
S00117712,46,3,7,8,16,8,1,3
S00117713,51,0,6,9,21,14,1,0
S00117714,50,2,6,3,25,5,2,7
S00117715,70,3,6,13,25,18,0,5
S00117716,72,4,16,5,36,5,3,3
S00117717,28,0,3,5,14,2,0,4
S00117718,31,4,4,3,13,3,2,2
S00117719,40,2,7,5,22,3,1,0
S00117720,49,1,3,5,40,0,0,0
S00117721,59,1,6,9,31,6,4,2
S00117722,27,0,2,5,16,1,0,3
S00117723,54,1,3,6,36,7,0,1
S00117724,56,5,5,6,28,7,3,2
S00117725,52,0,6,13,22,8,2,1
S00117726,56,1,8,5,32,6,1,3
S00117727,65,3,7,4,41,2,2,6
S00117728,37,1,4,9,17,2,3,1
S00117729,42,4,5,13,12,5,0,3
S00117730,47,5,6,8,18,7,3,0
S00117731,38,2,5,3,23,2,1,2
S00117732,52,4,4,9,20,3,3,9
S00117733,45,0,3,3,28,1,3,7
S00117734,48,2,2,3,31,6,1,3
S00117735,53,3,3,7,30,4,1,5
S00117736,65,5,3,11,39,1,3,3
S00117737,28,0,2,1,19,3,0,3
S00117738,35,2,3,2,21,2,1,4
S00117739,69,0,46,20,1,0,1,1
S00117740,44,1,5,3,26,2,1,6
S00117741,48,0,42,5,1,0,0,0
S00117742,35,0,33,2,0,0,0,0
S00117743,32,0,4,4,19,1,0,4
S00117744,64,1,10,4,39,4,1,5
S00117745,48,2,8,4,24,3,4,3
S00117746,51,0,48,0,1,1,0,1
S00117747,50,1,45,0,2,0,0,2
S00117748,55,0,48,1,5,0,0,1
S00117749,51,0,43,3,2,0,0,3
S00117750,72,1,59,6,3,0,0,3
S00117751,63,0,56,1,3,1,1,1
S00117752,66,0,56,1,2,0,0,7
S00117753,69,0,62,5,1,0,0,1
S00117754,55,0,50,5,0,0,0,0
S00117755,40,0,34,2,2,0,0,2
S00117756,69,0,63,3,0,0,0,3
S00117757,70,0,62,1,2,1,1,3
S00117758,60,0,55,1,0,1,0,3
S00117759,47,0,41,2,2,1,0,1
S00117760,76,1,59,2,1,7,0,6
S00117761,40,0,39,1,0,0,0,0
S00117762,28,0,6,0,17,0,1,4
S00117763,55,7,7,5,24,3,2,7
S00117764,53,1,46,4,1,0,1,0
S00117765,42,0,39,1,2,0,0,0
S00117766,48,0,44,1,1,0,0,2
S00117767,39,0,35,0,2,0,0,2
S00117768,54,0,52,2,0,0,0,0
S00117769,43,1,38,1,1,0,0,2
S00117770,61,0,55,2,1,0,0,3
S00117771,56,0,54,0,0,0,1,1
