oa_code,All occupied household spaces,No central heating,Gas central heating,Electric (including storage heaters) central heating,Oil central heating,Solid fuel (for example wood coal) central heating,Other central heating,Two or more types of central heating
S00132663,44,0,9,34,0,0,0,1
S00132664,39,0,36,0,0,0,0,3
S00132665,56,0,56,0,0,0,0,0
S00132666,65,0,65,0,0,0,0,0
S00132667,50,0,50,0,0,0,0,0
S00132668,21,0,21,0,0,0,0,0
S00132669,61,0,58,1,0,0,0,2
S00132670,52,0,48,3,0,0,0,1
S00132671,55,0,55,0,0,0,0,0
S00132672,59,0,59,0,0,0,0,0
S00132673,50,0,48,1,0,0,0,1
S00132674,48,0,48,0,0,0,0,0
S00132675,30,0,28,1,1,0,0,0
S00132676,44,0,44,0,0,0,0,0
S00132677,52,0,52,0,0,0,0,0
S00132678,98,0,98,0,0,0,0,0
S00132679,32,0,32,0,0,0,0,0
S00132680,47,1,46,0,0,0,0,0
S00132681,30,0,30,0,0,0,0,0
S00132682,45,0,45,0,0,0,0,0
S00132683,57,0,54,1,0,0,0,2
S00132684,44,2,38,3,0,1,0,0
S00132685,39,0,31,5,0,0,1,2
S00132686,80,0,74,6,0,0,0,0
S00132687,54,5,44,2,0,0,0,3
S00132688,37,0,33,4,0,0,0,0
S00132689,57,1,48,6,0,1,0,1
S00132690,37,0,36,1,0,0,0,0
S00132691,51,0,49,1,0,0,0,1
S00132692,53,1,51,0,0,1,0,0
S00132693,67,0,64,3,0,0,0,0
S00132694,69,0,67,2,0,0,0,0
S00132695,59,0,58,0,0,0,0,1
S00132696,57,0,56,1,0,0,0,0
S00132697,50,0,47,1,1,0,0,1
S00132698,24,0,24,0,0,0,0,0
S00132699,78,0,75,1,0,0,0,2
S00132700,47,1,44,0,0,0,0,2
S00132701,74,1,71,1,0,0,0,1
S00132702,53,1,44,6,0,0,1,1
S00132703,49,0,47,1,0,0,0,1
S00132704,50,0,50,0,0,0,0,0
S00132705,54,1,53,0,0,0,0,0
S00132706,59,0,57,0,0,0,0,2
S00132707,56,0,54,1,0,0,0,1
S00132708,60,0,59,1,0,0,0,0
S00132709,57,0,56,0,0,0,0,1
S00132710,95,0,84,7,0,0,2,2
S00132711,35,0,32,1,0,0,1,1
S00132712,54,0,52,0,0,0,0,2
S00132713,35,0,33,0,0,0,0,2
S00132714,41,0,41,0,0,0,0,0
S00132715,35,0,30,2,0,0,0,3
S00132716,58,0,54,1,0,0,1,2
S00132717,55,0,48,3,0,2,0,2
S00132718,31,0,29,1,0,0,0,1
S00132719,55,0,53,1,0,0,1,0
S00132720,55,0,54,1,0,0,0,0
S00132721,30,0,30,0,0,0,0,0
S00132722,45,0,45,0,0,0,0,0
S00132723,57,0,54,2,0,0,0,1
S00132724,48,0,47,1,0,0,0,0
S00132725,50,0,50,0,0,0,0,0
S00132726,39,0,37,0,1,0,0,1
S00132727,68,0,66,0,0,0,0,2
S00132728,26,0,26,0,0,0,0,0
S00132729,28,1,25,1,0,0,0,1
S00132730,51,0,50,0,0,0,0,1
S00132731,45,0,45,0,0,0,0,0
S00132732,63,1,59,1,0,0,1,1
S00132733,34,0,32,1,0,0,0,1
S00132734,75,1,72,0,0,1,0,1
S00132735,26,0,26,0,0,0,0,0
S00132736,65,0,63,1,0,0,0,1
S00132737,54,0,52,2,0,0,0,0
S00132738,45,0,43,0,0,0,0,2
S00132739,27,0,26,1,0,0,0,0
S00132740,67,3,57,5,1,0,0,1
S00132741,21,0,21,0,0,0,0,0
S00132742,57,1,52,3,1,0,0,0
S00132743,68,1,65,2,0,0,0,0
S00132744,63,0,9,54,0,0,0,0
S00132745,31,0,29,2,0,0,0,0
S00132746,53,0,49,3,0,0,0,1
S00132747,46,0,44,0,2,0,0,0
S00132748,59,0,55,2,0,1,0,1
S00132749,40,0,39,1,0,0,0,0
S00132750,31,0,30,0,0,0,1,0
S00132751,56,1,54,0,1,0,0,0
S00132752,49,2,42,4,0,0,0,1
S00132753,49,0,49,0,0,0,0,0
S00132754,34,1,31,1,0,0,0,1
S00132755,71,0,69,0,1,0,0,1
S00132756,48,0,43,1,0,1,0,3
S00132757,59,0,59,0,0,0,0,0
S00132758,33,0,28,3,0,2,0,0
S00132759,55,0,44,6,1,0,0,4
S00132760,46,1,41,4,0,0,0,0
S00132761,62,1,50,8,0,0,0,3
S00132762,25,0,22,2,0,0,0,1
S00132763,66,3,40,22,0,0,1,0
S00132764,57,1,52,3,0,0,0,1
S00132765,56,1,48,7,0,0,0,0
S00132766,48,1,5,42,0,0,0,0
S00132767,59,0,51,5,0,0,0,3
S00132768,55,2,42,10,0,0,0,1
S00132769,61,0,57,3,0,0,1,0
S00132770,31,0,11,18,0,0,1,1
S00132771,28,0,28,0,0,0,0,0
S00132772,42,3,29,6,0,0,0,4
S00132773,69,1,42,24,0,0,0,2
S00132774,28,0,25,1,0,0,0,2
S00132775,58,0,42,12,1,0,0,3
S00132776,48,1,44,1,0,0,0,2
S00132777,61,0,60,0,0,0,0,1
S00132778,48,0,46,1,1,0,0,0
S00132779,73,4,59,9,0,0,0,1
S00132780,85,1,37,47,0,0,0,0
S00132781,44,0,44,0,0,0,0,0
S00132782,64,2,31,30,0,0,0,1
S00132783,25,1,2,20,1,0,1,0
S00132784,57,0,55,1,0,0,0,1
S00132785,83,0,73,8,0,1,0,1
S00132786,60,0,56,1,0,0,0,3
S00132787,28,0,25,2,0,0,0,1
S00132788,55,0,52,2,1,0,0,0
S00132789,46,0,43,1,0,0,0,2
S00132790,22,0,17,2,1,1,1,0
S00132791,35,0,14,21,0,0,0,0
S00132792,55,0,48,3,0,0,1,3
S00132793,42,1,41,0,0,0,0,0
S00132794,49,2,44,3,0,0,0,0
S00132795,42,2,28,12,0,0,0,0
S00132796,62,0,56,5,0,0,1,0
S00132797,77,2,36,38,1,0,0,0
S00132798,88,0,67,19,0,0,1,1
S00132799,62,1,26,35,0,0,0,0
S00132800,23,0,22,1,0,0,0,0
S00132801,55,3,14,38,0,0,0,0
S00132802,43,0,43,0,0,0,0,0
S00132803,37,0,35,1,0,0,0,1
S00132804,42,0,41,0,0,0,0,1
S00132805,63,0,61,2,0,0,0,0
S00132806,56,1,49,4,0,0,0,2
S00132807,33,1,30,1,0,0,0,1
S00132808,44,0,43,0,0,0,1,0
S00132809,34,0,32,1,0,0,0,1
S00132810,35,0,32,2,0,0,0,1
S00132811,53,0,52,0,0,0,0,1
S00132812,33,2,28,3,0,0,0,0
S00132813,76,0,6,70,0,0,0,0
S00132814,43,0,41,0,0,0,0,2
S00132815,61,0,58,2,0,0,0,1
S00132816,60,1,47,10,0,0,0,2
S00132817,35,0,33,2,0,0,0,0
S00132818,51,0,48,2,0,0,0,1
S00132819,43,0,41,1,0,1,0,0
S00132820,55,0,54,0,0,0,0,1
S00132821,24,0,20,3,0,0,0,1
S00132822,29,0,28,0,0,0,0,1
S00132823,54,0,52,2,0,0,0,0
S00132824,42,1,40,1,0,0,0,0
S00132825,48,0,47,1,0,0,0,0
S00132826,22,0,22,0,0,0,0,0
S00132827,37,1,33,2,0,0,0,1
S00132828,52,1,39,8,0,0,1,3
S00132829,47,1,36,8,0,0,0,2
S00132830,37,1,6,29,1,0,0,0
S00132831,59,1,52,4,0,0,0,2
S00132832,100,1,47,50,0,0,0,2
S00132833,62,1,56,4,0,0,0,1
S00132834,72,0,71,0,0,0,0,1
S00132835,64,1,52,11,0,0,0,0
S00132836,44,1,39,3,0,0,0,1
S00132837,35,0,33,1,1,0,0,0
S00132838,34,0,34,0,0,0,0,0
S00132839,77,1,68,7,0,0,0,1
S00132840,34,0,33,0,0,0,0,1
S00132841,51,2,13,33,0,0,1,2
S00132842,58,1,14,41,1,0,0,1
S00132843,43,0,37,5,0,0,0,1
S00132844,39,0,37,1,0,0,0,1
S00132845,75,1,71,3,0,0,0,0
S00132846,56,0,55,1,0,0,0,0
S00132847,92,2,8,27,27,26,2,0
S00132848,103,0,93,5,1,3,1,0
S00132849,56,0,46,5,2,1,1,1
S00132850,28,4,18,6,0,0,0,0
S00132851,49,1,48,0,0,0,0,0
S00132852,44,0,42,1,0,0,0,1
S00132853,48,1,46,0,0,0,0,1
S00132854,59,0,59,0,0,0,0,0
S00132855,43,0,42,0,1,0,0,0
S00132856,40,0,39,1,0,0,0,0
S00132857,44,1,42,0,0,0,1,0
S00132858,60,0,59,0,1,0,0,0
S00132859,64,0,64,0,0,0,0,0
S00132860,24,0,23,0,0,0,1,0
S00132861,45,0,8,8,26,0,3,0
S00132862,35,1,6,10,16,1,1,0
S00132863,83,2,67,12,0,0,0,2
S00132864,38,0,38,0,0,0,0,0
S00132865,42,0,41,0,1,0,0,0
S00132866,69,0,66,0,2,0,0,1
S00132867,59,0,59,0,0,0,0,0
S00132868,61,1,60,0,0,0,0,0
S00132869,41,0,40,0,0,0,0,1
S00132870,45,0,45,0,0,0,0,0
S00132871,65,0,56,3,3,1,1,1
S00132872,47,2,41,3,0,0,0,1
S00132873,53,0,47,2,2,0,0,2
S00132874,59,0,49,0,7,1,0,2
S00132875,71,0,63,2,3,0,1,2
S00132876,68,0,65,1,0,1,0,1
S00132877,33,0,32,0,1,0,0,0
S00132878,53,0,51,0,0,0,0,2
S00132879,55,1,53,1,0,0,0,0
S00132880,48,0,47,0,0,0,0,1
S00132881,67,0,67,0,0,0,0,0
S00132882,33,1,9,3,10,4,3,3
S00132883,33,0,7,0,13,5,2,6
S00132884,22,0,3,5,10,1,2,1
S00132885,23,1,6,1,10,1,2,2
S00132886,24,1,3,5,3,6,3,3
S00132887,45,3,2,39,0,0,1,0
S00132888,51,0,6,7,17,6,4,11
S00132889,28,0,1,9,5,9,2,2
S00132890,40,1,2,14,16,2,1,4
S00132891,48,0,5,20,12,8,1,2
S00132892,25,1,2,5,10,3,1,3
S00132893,33,0,1,28,1,3,0,0
S00132894,41,1,4,7,23,0,5,1
S00132895,50,0,6,5,31,1,5,2
S00132896,61,2,3,2,48,0,1,5
S00132897,55,0,4,16,25,3,2,5
S00132898,48,2,3,11,22,4,1,5
S00132899,35,1,5,9,13,4,0,3
S00132900,26,3,1,4,14,2,0,2
S00132901,41,0,4,4,27,2,1,3
S00132902,39,0,6,1,29,1,0,2
S00132903,28,2,4,1,17,0,0,4
S00132904,42,1,37,1,0,0,0,3
S00132905,23,0,9,2,9,1,1,1
S00132906,63,3,59,1,0,0,0,0
S00132907,59,4,36,4,9,0,3,3
S00132908,36,0,14,5,12,1,2,2
S00132909,55,1,18,1,26,3,4,2
S00132910,39,1,11,2,21,1,1,2
S00132911,47,0,42,2,1,0,1,1
S00132912,64,1,19,6,28,3,4,3
S00132913,30,1,4,0,21,1,1,2
S00132914,47,4,12,5,16,2,3,5
S00132915,68,4,21,7,28,0,3,5
S00132916,44,1,18,5,12,5,0,3
S00132917,42,0,4,4,22,2,2,8
S00132918,63,3,5,11,25,9,4,6
S00132919,59,1,9,13,28,5,1,2
S00132920,76,1,10,36,22,4,2,1
S00132921,36,1,4,16,9,2,1,3
S00132922,29,2,2,14,5,5,0,1
S00132923,28,1,6,5,11,3,1,1
S00132924,28,6,3,5,7,3,0,4
S00132925,59,0,6,38,8,4,0,3
S00132926,52,0,38,2,7,1,2,2
S00132927,26,0,15,1,6,0,4,0
S00132928,60,0,52,2,5,0,0,1
S00132929,61,2,20,5,25,2,3,4
S00132930,35,0,20,1,13,0,0,1
S00132931,53,2,5,12,21,4,3,6
S00132932,35,2,8,3,18,0,2,2
S00132933,73,1,17,12,27,1,12,3
S00132934,47,2,7,6,31,0,1,0
S00132935,40,0,35,1,2,0,0,2
S00132936,36,0,31,1,3,0,1,0
S00132937,41,2,6,13,13,3,3,1
S00132938,42,0,42,0,0,0,0,0
S00132939,24,1,2,4,11,1,1,4
S00132940,20,0,4,2,12,1,1,0
S00132941,40,3,21,2,9,2,0,3
S00132942,42,4,4,13,11,4,4,2
S00132943,38,2,6,7,14,2,3,4
S00132944,51,0,2,15,30,0,2,2
S00132945,63,2,18,4,24,4,7,4
S00132946,70,3,33,5,21,1,2,5
S00132947,52,0,44,3,2,0,0,3
S00132948,67,0,63,1,1,0,0,2
S00132949,31,0,25,1,5,0,0,0
S00132950,67,0,53,3,8,1,0,2
S00132951,45,0,38,1,5,0,0,1
S00132952,53,0,47,1,4,0,0,1
S00132953,52,3,7,42,0,0,0,0
S00132954,76,2,60,4,7,0,1,2
S00132955,56,0,51,2,2,0,1,0
S00132956,76,0,63,4,6,0,2,1
S00132957,60,1,42,8,6,0,0,3
S00132958,59,0,47,9,3,0,0,0
S00132959,54,0,47,4,0,1,0,2
S00132960,61,0,53,4,4,0,0,0
S00132961,50,0,33,5,11,0,0,1
S00132962,52,0,42,3,6,0,0,1
S00132963,59,1,45,4,7,0,0,2
S00132964,73,1,63,6,0,1,0,2
S00132965,65,0,38,20,4,0,0,3
S00132966,30,0,30,0,0,0,0,0
S00132967,31,0,25,6,0,0,0,0
S00132968,65,0,58,6,0,0,0,1
S00132969,47,0,41,1,0,0,2,3
S00132970,73,0,63,7,0,1,0,2
S00132971,46,0,41,3,0,0,1,1
S00132972,54,0,42,8,0,0,1,3
S00132973,61,2,37,21,1,0,0,0
S00132974,68,0,51,9,2,1,0,5
S00132975,65,1,44,15,1,0,1,3
S00132976,56,0,39,6,9,0,0,2
S00132977,50,1,30,17,2,0,0,0
S00132978,30,0,17,13,0,0,0,0
S00132979,50,2,35,9,3,1,0,0
S00132980,64,1,51,5,3,1,0,3
S00132981,60,0,35,22,3,0,0,0
S00132982,70,1,54,11,2,0,0,2
S00132983,60,0,42,15,1,0,0,2
S00132984,30,1,23,3,1,1,0,1
S00132985,50,3,38,4,1,1,1,2
S00132986,44,2,33,4,4,0,0,1
S00132987,44,0,32,10,2,0,0,0
S00132988,56,0,42,5,4,0,0,5
S00132989,58,0,54,2,1,0,0,1
S00132990,68,1,61,3,0,0,0,3
S00132991,41,0,34,6,0,0,0,1
S00132992,40,0,37,2,1,0,0,0
S00132993,55,0,48,4,2,0,0,1
S00132994,46,0,39,2,0,2,0,3
S00132995,70,0,63,2,0,0,1,4
S00132996,69,0,64,4,0,1,0,0
S00132997,46,0,46,0,0,0,0,0
S00132998,45,0,40,0,0,1,0,4
S00132999,45,0,44,0,0,0,0,1
S00133000,46,0,41,1,0,1,0,3
S00133001,49,0,42,3,0,1,1,2
S00133002,45,0,43,0,0,0,0,2
S00133003,69,0,61,5,0,2,0,1
S00133004,46,0,46,0,0,0,0,0
S00133005,58,0,56,0,0,0,0,2
S00133006,56,1,44,2,7,1,1,0
S00133007,64,1,58,1,0,0,0,4
S00133008,47,0,43,4,0,0,0,0
S00133009,40,0,34,4,1,0,0,1
S00133010,58,0,54,1,0,0,0,3
S00133011,47,0,46,1,0,0,0,0
S00133012,77,1,71,5,0,0,0,0
S00133013,73,0,71,1,0,0,0,1
S00133014,59,0,59,0,0,0,0,0
S00133015,52,1,45,3,1,0,0,2
S00133016,55,0,50,4,0,0,0,1
S00133017,80,0,74,5,0,0,0,1
S00133018,71,0,64,3,0,0,1,3
S00133019,68,0,62,2,0,0,3,1
S00133020,32,1,29,1,0,0,1,0
S00133021,36,0,28,6,0,0,0,2
S00133022,66,0,60,2,1,0,1,2
S00133023,45,0,43,2,0,0,0,0
S00133024,57,1,54,0,0,0,0,2
S00133025,47,0,44,1,0,0,0,2
S00133026,39,0,35,2,0,2,0,0
S00133027,48,1,44,0,0,1,0,2
S00133028,48,0,48,0,0,0,0,0
S00133029,45,0,43,1,0,0,0,1
S00133030,37,0,36,1,0,0,0,0
S00133031,56,0,48,4,0,0,0,4
S00133032,45,0,43,1,0,1,0,0
S00133033,60,0,57,1,0,0,1,1
S00133034,29,0,29,0,0,0,0,0
S00133035,43,0,40,1,1,1,0,0
S00133036,45,0,43,2,0,0,0,0
S00133037,46,0,44,2,0,0,0,0
S00133038,48,0,46,0,0,0,0,2
S00133039,40,0,39,0,0,0,1,0
S00133040,48,2,40,3,0,0,0,3
S00133041,41,0,41,0,0,0,0,0
S00133042,47,0,43,1,0,1,0,2
S00133043,77,0,73,1,1,0,0,2
S00133044,60,0,56,3,1,0,0,0
S00133045,24,0,22,1,0,0,0,1
S00133046,72,0,70,2,0,0,0,0
S00133047,72,1,69,0,0,0,0,2
S00133048,35,0,31,2,1,0,0,1
S00133049,50,0,47,2,0,0,0,1
S00133050,52,0,50,1,0,0,0,1
S00133051,64,1,61,2,0,0,0,0
S00133052,45,0,43,1,0,0,0,1
S00133053,48,0,47,0,1,0,0,0
S00133054,49,0,49,0,0,0,0,0
S00133055,49,0,46,0,1,0,0,2
S00133056,50,0,43,5,0,0,0,2
S00133057,51,1,44,6,0,0,0,0
S00133058,36,1,31,3,1,0,0,0
S00133059,34,0,30,2,0,1,0,1
S00133060,60,0,43,13,2,0,0,2
S00133061,43,5,27,10,0,0,0,1
S00133062,50,2,40,4,2,1,0,1
S00133063,58,0,47,3,0,0,0,8
S00133064,38,0,33,3,0,0,0,2
S00133065,61,0,56,3,1,1,0,0
S00133066,67,0,62,4,0,0,0,1
S00133067,53,0,48,1,1,0,0,3
S00133068,70,0,66,1,1,0,0,2
S00133069,54,0,51,3,0,0,0,0
S00133070,68,6,51,9,0,0,0,2
S00133071,55,0,54,0,1,0,0,0
S00133072,71,0,64,0,2,0,0,5
S00133073,48,0,40,8,0,0,0,0
S00133074,30,0,26,2,2,0,0,0
S00133075,45,0,39,4,0,0,0,2
S00133076,53,0,50,1,1,0,0,1
S00133077,52,0,43,9,0,0,0,0
S00133078,69,0,65,2,0,0,0,2
S00133079,69,1,59,2,2,2,1,2
S00133080,44,1,40,1,0,0,0,2
S00133081,68,2,59,3,1,0,0,3
S00133082,55,1,37,16,1,0,0,0
S00133083,57,11,33,12,0,0,0,1
S00133084,46,0,34,10,0,0,0,2
S00133085,41,1,32,8,0,0,0,0
S00133086,47,0,43,3,0,0,0,1
S00133087,50,1,36,13,0,0,0,0
S00133088,32,0,22,9,0,0,0,1
S00133089,47,0,34,11,0,0,0,2
S00133090,62,0,46,14,1,0,0,1
S00133091,46,0,37,8,1,0,0,0
S00133092,39,2,26,10,0,0,0,1
S00133093,55,0,46,7,0,0,0,2
S00133094,48,0,44,3,1,0,0,0
S00133095,52,0,51,0,0,0,0,1
S00133096,53,0,50,3,0,0,0,0
S00133097,37,3,34,0,0,0,0,0
S00133098,55,1,48,2,0,0,1,3
S00133099,58,3,37,16,0,0,0,2
S00133100,66,8,31,27,0,0,0,0
S00133101,65,0,53,12,0,0,0,0
S00133102,30,3,17,10,0,0,0,0
S00133103,39,1,27,9,1,0,0,1
S00133104,37,0,25,12,0,0,0,0
S00133105,43,0,39,3,0,0,1,0
S00133106,39,0,39,0,0,0,0,0
S00133107,82,3,67,9,0,0,1,2
S00133108,46,1,40,1,0,0,0,4
S00133109,41,2,36,2,0,0,0,1
S00133110,26,1,23,0,0,0,1,1
S00133111,29,1,26,2,0,0,0,0
S00133112,53,0,33,18,0,0,0,2
S00133113,38,0,35,3,0,0,0,0
S00133114,50,0,39,9,0,0,0,2
S00133115,72,0,58,12,0,0,0,2
S00133116,37,0,34,2,0,0,0,1
S00133117,42,1,32,8,0,0,0,1
S00133118,26,1,21,2,0,0,1,1
S00133119,30,0,26,3,1,0,0,0
S00133120,47,0,34,8,1,1,0,3
S00133121,49,0,18,26,3,1,0,1
S00133122,46,2,27,13,0,1,0,3
S00133123,47,1,44,1,0,0,0,1
S00133124,49,0,45,3,1,0,0,0
S00133125,34,0,8,24,0,1,0,1
S00133126,21,1,19,1,0,0,0,0
S00133127,48,2,22,23,0,0,0,1
S00133128,37,0,30,4,1,0,0,2
S00133129,46,0,45,1,0,0,0,0
S00133130,50,0,21,24,3,0,0,2
S00133131,46,0,40,6,0,0,0,0
S00133132,52,0,47,4,0,0,0,1
S00133133,28,0,26,2,0,0,0,0
S00133134,36,0,29,3,0,2,0,2
S00133135,43,0,42,0,1,0,0,0
S00133136,64,2,61,0,1,0,0,0
S00133137,47,0,45,1,0,0,0,1
S00133138,44,1,42,1,0,0,0,0
S00133139,49,0,37,12,0,0,0,0
S00133140,44,0,42,2,0,0,0,0
S00133141,34,1,31,1,0,0,0,1
S00133142,60,0,55,2,1,0,1,1
S00133143,37,0,34,1,1,0,0,1
S00133144,52,1,47,2,1,0,0,1
S00133145,52,0,50,1,1,0,0,0
S00133146,40,0,38,1,0,0,0,1
S00133147,52,0,47,3,1,0,0,1
S00133148,41,0,37,4,0,0,0,0
S00133149,36,1,35,0,0,0,0,0
S00133150,37,0,36,0,1,0,0,0
S00133151,57,0,50,6,0,0,0,1
S00133152,47,0,47,0,0,0,0,0
S00133153,68,0,68,0,0,0,0,0
S00133154,68,0,68,0,0,0,0,0
S00133155,60,0,60,0,0,0,0,0
S00133156,40,0,40,0,0,0,0,0
S00133157,50,1,45,1,0,0,0,3
S00133158,36,1,32,2,0,0,0,1
S00133159,33,0,13,20,0,0,0,0
S00133160,26,0,26,0,0,0,0,0
S00133161,76,1,63,10,0,1,1,0
S00133162,27,0,25,1,0,0,0,1
S00133163,50,0,40,8,0,0,0,2
S00133164,66,1,40,25,0,0,0,0
S00133165,41,0,38,2,0,0,0,1
S00133166,76,1,62,12,0,0,0,1
S00133167,49,0,42,3,0,0,0,4
S00133168,46,0,40,3,0,0,0,3
S00133169,61,0,58,3,0,0,0,0
S00133170,52,0,47,1,0,0,0,4
S00133171,45,0,42,0,0,1,0,2
S00133172,40,0,40,0,0,0,0,0
S00133173,72,1,67,2,0,0,0,2
S00133174,65,0,57,5,0,0,0,3
S00133175,43,1,36,5,0,0,0,1
S00133176,59,0,55,2,0,0,0,2
S00133177,42,0,38,0,0,1,0,3
S00133178,51,0,49,1,0,0,0,1
S00133179,54,0,45,2,0,1,0,6
S00133180,46,0,45,1,0,0,0,0
S00133181,50,0,44,4,0,0,0,2
S00133182,49,0,46,2,0,0,0,1
S00133183,72,0,44,26,0,0,1,1
S00133184,62,0,58,1,3,0,0,0
S00133185,38,2,24,10,0,0,0,2
S00133186,47,2,33,12,0,0,0,0
S00133187,76,3,55,12,0,2,0,4
S00133188,42,1,31,8,0,1,0,1
S00133189,42,0,36,4,0,0,0,2
S00133190,41,0,36,4,0,0,0,1
S00133191,55,0,52,3,0,0,0,0
S00133192,69,1,54,6,0,0,2,6
S00133193,42,0,38,1,0,0,0,3
S00133194,86,1,72,11,0,0,0,2
S00133195,39,0,32,7,0,0,0,0
S00133196,57,1,42,9,1,1,0,3
S00133197,54,7,28,15,0,0,0,4
S00133198,77,2,63,9,1,0,0,2
S00133199,59,0,46,4,0,0,0,9
S00133200,58,3,38,17,0,0,0,0
S00133201,68,1,34,30,1,0,0,2
S00133202,53,7,33,11,1,0,1,0
S00133203,70,0,59,7,0,0,0,4
S00133204,47,1,44,1,0,0,0,1
S00133205,50,0,47,1,0,0,0,2
S00133206,54,3,48,1,0,0,0,2
S00133207,41,0,40,0,0,0,0,1
S00133208,35,1,28,6,0,0,0,0
S00133209,51,0,50,0,0,0,0,1
S00133210,57,0,52,2,0,0,0,3
S00133211,63,0,59,1,1,0,0,2
S00133212,77,0,68,3,0,0,0,6
S00133213,64,0,56,3,0,0,0,5
S00133214,52,0,49,1,0,0,0,2
S00133215,60,0,53,5,0,0,0,2
S00133216,24,0,24,0,0,0,0,0
S00133217,39,0,32,1,1,0,0,5
S00133218,45,0,42,1,0,0,0,2
S00133219,59,0,57,1,0,0,0,1
S00133220,62,0,61,0,0,0,0,1
S00133221,38,0,35,2,0,0,0,1
S00133222,51,0,46,3,0,0,0,2
S00133223,52,0,50,0,0,0,0,2
S00133224,47,0,40,6,0,0,0,1
S00133225,55,2,48,3,2,0,0,0
S00133226,48,1,42,5,0,0,0,0
S00133227,53,0,52,0,0,0,1,0
S00133228,54,0,51,2,0,0,0,1
S00133229,49,0,42,2,1,2,0,2
S00133230,74,1,68,4,0,0,0,1
S00133231,39,1,34,3,0,0,0,1
S00133232,39,2,28,6,0,0,0,3
S00133233,74,0,71,1,1,0,0,1
S00133234,59,1,56,1,0,1,0,0
S00133235,49,0,47,2,0,0,0,0
S00133236,44,0,43,1,0,0,0,0
S00133237,58,0,52,4,0,0,0,2
S00133238,41,0,39,1,1,0,0,0
S00133239,52,0,18,33,1,0,0,0
S00133240,47,0,45,0,0,0,0,2
S00133241,31,0,30,0,0,0,0,1
S00133242,49,0,44,2,1,0,0,2
S00133243,39,0,30,8,0,0,0,1
S00133244,69,1,61,7,0,0,0,0
S00133245,61,0,57,1,2,0,1,0
S00133246,60,0,43,13,2,0,0,2
S00133247,45,0,44,1,0,0,0,0
S00133248,54,0,54,0,0,0,0,0
S00133249,48,0,44,2,0,0,0,2
S00133250,24,1,23,0,0,0,0,0
S00133251,60,0,53,1,3,0,0,3
S00133252,53,1,48,1,1,0,0,2
S00133253,56,0,55,1,0,0,0,0
S00133254,74,2,45,22,0,0,0,5
S00133255,57,5,35,13,1,0,0,3
S00133256,45,0,39,5,1,0,0,0
S00133257,40,0,39,1,0,0,0,0
S00133258,24,0,23,0,1,0,0,0
S00133259,23,0,20,2,0,0,0,1
S00133260,67,0,61,4,0,0,1,1
S00133261,75,0,55,16,0,0,0,4
S00133262,27,0,10,14,1,0,1,1
S00133263,25,1,17,7,0,0,0,0
S00133264,47,1,33,11,0,0,1,1
S00133265,64,0,61,3,0,0,0,0
S00133266,59,0,55,2,0,0,1,1
S00133267,57,1,53,0,0,0,0,3
S00133268,63,2,55,4,0,0,0,2
S00133269,56,0,47,6,0,1,0,2
S00133270,42,0,33,6,0,0,0,3
S00133271,66,0,64,2,0,0,0,0
S00133272,55,2,48,2,1,0,0,2
S00133273,74,0,67,5,2,0,0,0
S00133274,73,0,63,7,2,0,0,1
S00133275,61,0,51,6,2,1,0,1
S00133276,71,0,64,6,0,0,0,1
S00133277,29,0,26,1,1,0,0,1
S00133278,52,0,45,6,0,0,0,1
S00133279,68,0,63,1,1,0,2,1
S00133280,52,0,48,1,3,0,0,0
S00133281,40,0,40,0,0,0,0,0
S00133282,55,0,52,2,0,1,0,0
S00133283,49,0,42,5,0,2,0,0
S00133284,71,2,55,10,1,2,0,1
S00133285,39,2,30,7,0,0,0,0
S00133286,62,1,3,18,36,2,0,2
S00133287,56,1,51,2,0,0,0,2
S00133288,40,1,35,1,0,1,2,0
S00133289,48,0,35,7,1,3,0,2
S00133290,68,0,60,3,0,2,0,3
S00133291,68,1,62,2,0,2,0,1
S00133292,43,0,39,2,0,0,0,2
S00133293,46,0,44,1,0,0,0,1
S00133294,53,0,48,4,0,1,0,0
S00133295,66,0,60,4,1,0,0,1
S00133296,62,0,55,2,1,0,0,4
S00133297,49,0,47,1,0,0,0,1
S00133298,49,0,48,1,0,0,0,0
S00133299,43,0,38,4,0,0,0,1
S00133300,42,0,39,2,0,0,0,1
S00133301,46,0,43,1,0,0,0,2
S00133302,51,1,45,3,0,1,0,1
S00133303,32,0,2,10,13,4,1,2
S00133304,67,1,8,25,19,7,1,6
S00133305,46,0,5,21,10,4,1,5
S00133306,75,3,2,51,10,5,1,3
S00133307,21,0,1,6,12,0,1,1
S00133308,64,0,6,21,31,1,2,3
S00133309,75,1,2,47,18,5,1,1
S00133310,45,1,1,27,14,0,0,2
S00133311,51,0,5,8,35,1,0,2
S00133312,51,0,4,19,26,0,2,0
S00133313,63,0,7,6,44,2,1,3
S00133314,75,3,3,19,41,2,3,4
S00133315,55,3,8,19,11,7,6,1
S00133316,31,0,1,3,25,1,1,0
S00133317,44,1,33,10,0,0,0,0
S00133318,40,1,28,10,0,1,0,0
S00133319,76,0,73,1,1,0,1,0
S00133320,68,0,65,1,1,0,0,1
S00133321,53,0,50,1,1,0,0,1
S00133322,47,0,46,0,0,1,0,0
S00133323,66,0,65,0,1,0,0,0
S00133324,40,0,36,2,1,0,0,1
